match_id,GoalScorer,OG,TeamScoredStatus,Assist,AssistType,Penalty,Season,TeamScored,TeamConceded,goal_id,is_assisted,goal_type
2016114,Mohamed Fadl,False,Home,Mohamed Farouk,Pass,False,2016-2017,El Mokawloon,Tanta SC,20161141,True,Open Play
2016115,Mohamed Helal,False,Away,,Penalty,False,2016-2017,Wadi Degla,Ismaily,20161151,False,Open Play
2016115,Hosny Abd Rabo,False,Home,,Cross,False,2016-2017,Ismaily,Wadi Degla,20161152,False,Open Play
2016116,Motamed Mohsen,False,Away,Asem Salah,Free kick,False,2016-2017,Talaea El Gaish,El Nasr Tadeen,20161161,True,Open Play
2016116,Mohamed Ashraf,False,Away,,Cross,False,2016-2017,Talaea El Gaish,El Nasr Tadeen,20161162,False,Open Play
2016119,Saad Samir,False,Home,,Free kick,False,2016-2017,Ahly SC,Smouha,20161191,False,Open Play
2016120,Kenneth Ngwoke,False,Away,Moatasem Salem,Header,False,2016-2017,El Sharkia,Talaea El Gaish,20161201,True,Open Play
2016120,Nico Dao,False,Home,,Header,False,2016-2017,Talaea El Gaish,El Sharkia,20161202,False,Open Play
2016120,Hossam Hassan,False,Away,Mohamed Abdelhamid,Penalty,True,2016-2017,El Sharkia,Talaea El Gaish,20161203,True,Penalty
2016120,Ahmed Eid,False,Home,Mohamed Ashraf,Penalty,True,2016-2017,Talaea El Gaish,El Sharkia,20161204,True,Penalty
2016121,James Owoboskini,False,Home,Nasser Maher,Cross,False,2016-2017,Petrojet,El Masry,20161211,True,Open Play
2016121,Ahmed Kaboria,False,Away,Ahmed Gomaa,Cross,False,2016-2017,El Masry,Petrojet,20161212,True,Open Play
2016121,Ahmed Gomaa,False,Away,Mohamed Hamdi,Cross,False,2016-2017,El Masry,Petrojet,20161213,True,Open Play
2016122,Nana Poku,False,Away,Ahmed Abdelzaher,Cross,False,2016-2017,El Makasa,Entag El Harby,20161221,True,Open Play
2016122,Oumed Oukri,False,Home,Saleh Mousa,Header,False,2016-2017,Entag El Harby,El Makasa,20161222,True,Open Play
2016122,Nana Poku,False,Away,Ahmed Samy,Cross,False,2016-2017,El Makasa,Entag El Harby,20161223,True,Open Play
2016123,Patrick Addotey Addo,False,Away,,Header,False,2016-2017,El Nasr Tadeen,Tanta SC,20161231,False,Open Play
2016123,Mahmoud Shaker,False,Home,Mohamed Morsi,Penalty,True,2016-2017,Tanta SC,El Nasr Tadeen,20161232,True,Penalty
2016124,Baher El Mohamady,False,Away,Bahaa Magdy,Free kick,False,2016-2017,Ismaily,El Dakhlia,20161241,True,Open Play
2016124,Benjamin Acheampong,False,Home,Ahmed AbdelRaouf,Header,False,2016-2017,El Dakhlia,Ismaily,20161242,True,Open Play
2016124,Minusu Buba,False,Home,Saïdou Simporé,Cross,False,2016-2017,El Dakhlia,Ismaily,20161243,True,Open Play
2016124,Bousha,False,Away,Bousha,Penalty,True,2016-2017,Ismaily,El Dakhlia,20161244,True,Penalty
2016125,Ahmed El Shimi,False,Away,Omar Gamal,Pass,False,2016-2017,El Mokawloon,Wadi Degla,20161251,True,Open Play
2016125,Mohamed Samir,True,Home,Karim Mamdouh,Cross,False,2016-2017,Wadi Degla,El Mokawloon,20161252,True,Own Goal
2016125,Gedo,False,Away,Gebna,Penalty,True,2016-2017,El Mokawloon,Wadi Degla,20161253,True,Penalty
2016127,Ahmed Abdelzaher,False,Home,Paulin Voavy,Cross,False,2016-2017,El Makasa,Talaea El Gaish,20161271,True,Open Play
2016128,Oumed Oukri,False,Away,Mohamed Abou-Sheashaa,Pass,False,2016-2017,Entag El Harby,Smouha,20161281,True,Open Play
2016128,Banou Diawara,False,Home,Ahmed Hassan Mekky,Cross,False,2016-2017,Smouha,Entag El Harby,20161282,True,Open Play
2016129,Ahmed Gomaa,False,Home,Ahmed Safi,Cross,False,2016-2017,El Masry,Ittihad Alex,20161291,True,Open Play
2016130,Kareem Tarek,True,Home,Shikabala,Corner,False,2016-2017,Zamalek,Petrojet,20161301,True,Own Goal
2016131,Hamada Galal,False,Away,,Pass,False,2016-2017,El Nasr Tadeen,El Sharkia,20161311,False,Open Play
2016131,Ali Afifi,False,Home,Moatasem Salem,Cross,False,2016-2017,El Sharkia,El Nasr Tadeen,20161312,True,Open Play
2016131,Haytham El Fil,False,Away,Moatasem Salem,Handball,True,2016-2017,El Nasr Tadeen,El Sharkia,20161313,True,Penalty
2016131,Mahmoud Shika,False,Home,,Cross,False,2016-2017,El Sharkia,El Nasr Tadeen,20161314,False,Open Play
2016131,Hamada Galal,False,Away,Abdelaziz Emam,Pass,False,2016-2017,El Nasr Tadeen,El Sharkia,20161315,True,Open Play
2016132,Gebna,False,Home,,Pass,False,2016-2017,El Mokawloon,El Dakhlia,20161321,False,Open Play
2016132,Islam Fouad,False,Home,,Penalty,False,2016-2017,El Mokawloon,El Dakhlia,20161322,False,Open Play
2016132,Islam Abdelnaim,False,Away,Benjamin Acheampong,Cross,False,2016-2017,El Dakhlia,El Mokawloon,20161323,True,Open Play
2016132,Mostafa Mohamed,False,Away,,Header,False,2016-2017,El Dakhlia,El Mokawloon,20161324,False,Open Play
2016133,Baher El Mohamady,False,Home,Bahaa Magdy,Corner,False,2016-2017,Ismaily,Aswan SC,20161331,True,Open Play
2016133,Bousha,False,Home,Ibrahim Hassan,Cross,False,2016-2017,Ismaily,Aswan SC,20161332,True,Open Play
2016133,Ibrahim Hassan,False,Home,Shokry Naguib,Cross,False,2016-2017,Ismaily,Aswan SC,20161333,True,Open Play
2016133,Ibrahim Hassan,False,Home,Shokry Naguib,Pass,False,2016-2017,Ismaily,Aswan SC,20161334,True,Open Play
2016133,Torric Jebrin,False,Home,Amoory,Cross,False,2016-2017,Ismaily,Aswan SC,20161335,True,Open Play
2016134,Ahmed Abdelkader,False,Away,Mohamed Gaber,Cross,False,2016-2017,Tanta SC,Wadi Degla,20161341,True,Open Play
2016134,Joseph Ato Bissah,False,Away,Mohamed Gouda,Pass,False,2016-2017,Tanta SC,Wadi Degla,20161342,True,Open Play
2016135,Asem Salah,False,Home,,Free kick,False,2016-2017,Talaea El Gaish,Smouha,20161351,False,Open Play
2016136,Mohamed Bassiouny,False,Away,Amr Marei,Pass,False,2016-2017,Enppi SC,Entag El Harby,20161361,True,Open Play
2016136,Mahmoud Fathallah,False,Home,Walid Hassan,Penalty,True,2016-2017,Entag El Harby,Enppi SC,20161362,True,Penalty
2016137,Ibrahim Salah,False,Away,Shikabala,Header,False,2016-2017,Zamalek,Ittihad Alex,20161371,True,Open Play
2016137,Basem Morsy,False,Away,Ayman Hefny,Penalty,True,2016-2017,Zamalek,Ittihad Alex,20161372,True,Penalty
2016139,Mohamed Morsi,False,Away,,Free kick,False,2016-2017,Tanta SC,El Sharkia,20161391,False,Open Play
2016140,Shokry Naguib,False,Away,Hosny Abd Rabo,Header,False,2016-2017,Ismaily,Petrojet,20161401,True,Open Play
2016140,James Owoboskini,False,Home,Wael Faraag,Header,False,2016-2017,Petrojet,Ismaily,20161402,True,Open Play
2016141,Marwan Mohsen,False,Home,Abdallah El Said,Pass,False,2016-2017,Ahly SC,El Masry,20161411,True,Open Play
2016141,Saad Samir,False,Home,,Header,False,2016-2017,Ahly SC,El Masry,20161412,False,Open Play
2016141,Ahmed Safi,False,Away,Hermann Kouao,Cross,False,2016-2017,El Masry,Ahly SC,20161413,True,Open Play
2016141,Abdallah El Said,False,Home,Osama Azab,Handball,True,2016-2017,Ahly SC,El Masry,20161414,True,Penalty
2016142,Eric Traoré,False,Away,Ahmed Daouda,Cross,False,2016-2017,El Makasa,El Nasr Tadeen,20161421,True,Open Play
2016142,Paulin Voavy,False,Away,Eric Traoré,Pass,False,2016-2017,El Makasa,El Nasr Tadeen,20161422,True,Open Play
2016142,Ahmed El Sheikh,False,Away,Eric Traoré,Pass,False,2016-2017,El Makasa,El Nasr Tadeen,20161423,True,Open Play
2016142,Eric Traoré,False,Away,Paulin Voavy,Pass,False,2016-2017,El Makasa,El Nasr Tadeen,20161424,True,Open Play
2016143,Mohamed Gabr,False,Home,Basem Eid,Header,False,2016-2017,Aswan SC,El Mokawloon,20161431,True,Open Play
2016144,Islam Mohareb,False,Home,Ahmed Homos,Header,False,2016-2017,Smouha,El Nasr Tadeen,20161441,True,Open Play
2016144,Mahmoud Sayed,False,Home,,Cross,False,2016-2017,Smouha,El Nasr Tadeen,20161442,False,Open Play
2016144,Ahmed Madbouli,False,Away,Ahmed Madbouli,Penalty,True,2016-2017,El Nasr Tadeen,Smouha,20161443,True,Penalty
2016145,Amr Marei,False,Home,Amro Tarek,Cross,False,2016-2017,Enppi SC,Talaea El Gaish,20161451,True,Open Play
2016145,Amr Marei,False,Home,Mario Martínez,Cross,False,2016-2017,Enppi SC,Talaea El Gaish,20161452,True,Open Play
2016146,Minusu Buba,False,Away,Mahmoud Samy,Header,False,2016-2017,El Dakhlia,Tanta SC,20161461,True,Open Play
2016147,Samuel Afum,False,Home,Mohamed Sherif,Cross,False,2016-2017,Wadi Degla,Aswan SC,20161471,True,Open Play
2016147,Ibrahima Ndiaye,False,Home,,Pass,False,2016-2017,Wadi Degla,Aswan SC,20161472,False,Open Play
2016148,Ramy Adel,False,Home,Ahmed Ali,Penalty,True,2016-2017,El Mokawloon,Petrojet,20161481,True,Penalty
2016149,Momen Zakaria,False,Away,Hussein El Sayed,Cross,False,2016-2017,Ahly SC,Zamalek,20161491,True,Open Play
2016149,Junior Ajayi,False,Away,Ahmed Fathi,Cross,False,2016-2017,Ahly SC,Zamalek,20161492,True,Open Play
2016150,Ahmed Abdelzaher,False,Home,Ahmed El Sheikh,Pass,False,2016-2017,El Makasa,El Sharkia,20161501,True,Open Play
2016150,Eric Traoré,False,Home,Mahmoud Wahid,Cross,False,2016-2017,El Makasa,El Sharkia,20161502,True,Open Play
2016150,Hossam Hassan,False,Away,Mody,Handball,True,2016-2017,El Sharkia,El Makasa,20161503,True,Penalty
2016151,Farid Shawky,False,Home,Ahmed Shokry,Pass,False,2016-2017,El Masry,Entag El Harby,20161511,True,Open Play
2016151,Mahmoud Fathallah,False,Away,Walid Hassan,Penalty,True,2016-2017,Entag El Harby,El Masry,20161512,True,Penalty
2016151,Ahmed Gomaa,False,Home,Said Mourad,Corner,False,2016-2017,El Masry,Entag El Harby,20161513,True,Open Play
2016152,Bousha,False,Home,Hosny Abd Rabo,Pass,False,2016-2017,Ismaily,Ittihad Alex,20161521,True,Open Play
2016152,Hassan Tarek,False,Away,Kabongo Kasongo,Header,False,2016-2017,Ittihad Alex,Ismaily,20161522,True,Open Play
2016155,Islam El Far,False,Away,Jérôme Ouiya,Cross,False,2016-2017,Aswan SC,El Dakhlia,20161551,True,Open Play
2016155,Mostafa Mohamed,False,Home,,Cross,False,2016-2017,El Dakhlia,Aswan SC,20161552,False,Open Play
2016156,Kabongo Kasongo,False,Away,Mostafa Kalosha,Cross,False,2016-2017,Ittihad Alex,El Mokawloon,20161561,True,Open Play
2016157,Ahmed Raouf,False,Home,,Free kick,False,2016-2017,Smouha,El Sharkia,20161571,False,Open Play
2016157,Islam Mohareb,False,Home,Ahmed Hassan Mekky,Pass,False,2016-2017,Smouha,El Sharkia,20161572,True,Open Play
2016158,Salah Ashour,False,Home,Amr Marei,Penalty,False,2016-2017,Enppi SC,El Nasr Tadeen,20161581,True,Open Play
2016158,Abdallah El Shahat,False,Away,Emeka Christian Eze,Pass,False,2016-2017,El Nasr Tadeen,Enppi SC,20161582,True,Open Play
2016160,Oumed Oukri,False,Away,,Pass,False,2016-2017,Entag El Harby,Zamalek,20161601,False,Open Play
2016160,Tarek Taha,False,Away,,Penalty,False,2016-2017,Entag El Harby,Zamalek,20161602,False,Open Play
2016160,Hossam Paulo,False,Home,Ahmed Fatouh,Cross,False,2016-2017,Zamalek,Entag El Harby,20161603,True,Open Play
2016161,Mohamed El Shami,False,Home,Farid Shawky,Cross,False,2016-2017,El Masry,Talaea El Gaish,20161611,True,Open Play
2016161,Wilson Akakpo,True,Away,Sansan Dah,Header,False,2016-2017,Talaea El Gaish,El Masry,20161612,True,Own Goal
2016161,Mohamed Ashraf Roqa,False,Away,,Penalty,False,2016-2017,Talaea El Gaish,El Masry,20161613,False,Open Play
2016162,Dennis Tetteh,False,Away,,Cross,False,2016-2017,Tanta SC,Aswan SC,20161621,False,Open Play
2016162,Jérôme Ouiya,False,Home,Ahmed Shedid Kenawi,Penalty,False,2016-2017,Aswan SC,Tanta SC,20161622,True,Open Play
2016163,Wael Faraag,False,Home,Amr Hassan,Free kick,False,2016-2017,Petrojet,El Dakhlia,20161631,True,Open Play
2016164,Mohamed Hamdi,False,Away,Mario Martínez,Pass,False,2016-2017,Enppi SC,El Sharkia,20161641,True,Open Play
2016165,Arafa El Sayed,False,Away,,Penalty,False,2016-2017,Wadi Degla,Ittihad Alex,20161651,False,Open Play
2016166,Hosny Abd Rabo,False,Away,,Header,False,2016-2017,Ismaily,Entag El Harby,20161661,False,Open Play
2016166,Oumed Oukri,False,Home,Mohamed Abou-Sheashaa,Cross,False,2016-2017,Entag El Harby,Ismaily,20161662,True,Open Play
2016167,Ahmed Raouf,False,Away,Islam Mohareb,Pass,False,2016-2017,Smouha,El Makasa,20161671,True,Open Play
2016167,Paulin Voavy,False,Home,John Antwi,Header,False,2016-2017,El Makasa,Smouha,20161672,True,Open Play
2016167,Ahmed El Sheikh,False,Home,Hesham Mohamed,Penalty,True,2016-2017,El Makasa,Smouha,20161673,True,Penalty
2016167,Ahmed Raouf,False,Away,Islam Serry,Cross,False,2016-2017,Smouha,El Makasa,20161674,True,Open Play
2016167,Ahmed Hassan Mekky,False,Away,Mahmoud Sayed,Pass,False,2016-2017,Smouha,El Makasa,20161675,True,Open Play
2016167,Ahmed El Sheikh,False,Home,Hussein El Shahat,Pass,False,2016-2017,El Makasa,Smouha,20161676,True,Open Play
2016167,Mahmoud Sayed,False,Away,Amr El Monoufy,Penalty,False,2016-2017,Smouha,El Makasa,20161677,True,Open Play
2016168,Emad Meteb,False,Home,Junior Ajayi,Cross,False,2016-2017,Ahly SC,El Mokawloon,20161681,True,Open Play
2016168,Momen Zakaria,False,Home,Junior Ajayi,Header,False,2016-2017,Ahly SC,El Mokawloon,20161682,True,Open Play
2016169,Asem Salah,False,Home,Ahmed Eid,Penalty,True,2016-2017,Talaea El Gaish,Zamalek,20161691,True,Penalty
2016169,Ayman Hefny,False,Away,Mostafa Fathi,Corner,False,2016-2017,Zamalek,Talaea El Gaish,20161692,True,Open Play
2016169,Ayman Hefny,False,Away,,Header,False,2016-2017,Zamalek,Talaea El Gaish,20161693,False,Open Play
2016169,Stanley Ohawuchi,False,Away,Maarouf Yussuf,Cross,False,2016-2017,Zamalek,Talaea El Gaish,20161694,True,Open Play
2016169,Mohamed Ashraf Roqa,False,Home,,Pass,False,2016-2017,Talaea El Gaish,Zamalek,20161695,False,Open Play
2016170,Ahmed Shokry,False,Away,Mohamed El Shami,Header,False,2016-2017,El Masry,El Nasr Tadeen,20161701,True,Open Play
2016170,Ahmed Gomaa,False,Away,,Pass,False,2016-2017,El Masry,El Nasr Tadeen,20161702,False,Open Play
2016170,Mohamed El Shami,False,Away,Ahmed Shokry,Pass,False,2016-2017,El Masry,El Nasr Tadeen,20161703,True,Open Play
2016170,Ahmed Gomaa,False,Away,Abdallah Gomaa,Pass,False,2016-2017,El Masry,El Nasr Tadeen,20161704,True,Open Play
2016170,Hamada Galal,False,Home,Ahmed Madbouli,Pass,False,2016-2017,El Nasr Tadeen,El Masry,20161705,True,Open Play
2016171,Mahmoud Ghaly,False,Home,Mahmoud Shaker,Free kick,False,2016-2017,Tanta SC,Smouha,20161711,True,Open Play
2016171,Mahmoud Shaker,False,Home,Omar Bassam,Penalty,True,2016-2017,Tanta SC,Smouha,20161712,True,Penalty
2016172,Mohamed Ramadan,False,Away,,Cross,False,2016-2017,Petrojet,Aswan SC,20161721,False,Open Play
2016172,Hamdy Fathy,True,Home,Hossam Galal,Free kick,False,2016-2017,Aswan SC,Petrojet,20161722,True,Own Goal
2016173,Amr Gamal,False,Away,Ali Maâloul,Cross,False,2016-2017,Ahly SC,Wadi Degla,20161731,True,Open Play
2016174,Ahmed Shokry,False,Home,Yaya Traoré,Handball,True,2016-2017,El Masry,El Sharkia,20161741,True,Penalty
2016175,Mostafa Fathi,False,Home,,Free kick,False,2016-2017,Zamalek,El Nasr Tadeen,20161751,False,Open Play
2016175,Hossam Paulo,False,Home,Mohamed Ibrahim,Pass,False,2016-2017,Zamalek,El Nasr Tadeen,20161752,True,Open Play
2016176,Kabongo Kasongo,False,Away,Kabongo Kasongo,Penalty,True,2016-2017,Ittihad Alex,El Dakhlia,20161761,True,Penalty
2016176,Khaled Kamar,False,Away,,Penalty,False,2016-2017,Ittihad Alex,El Dakhlia,20161762,False,Open Play
2016176,Ahmed Samir Farag,False,Home,,Penalty,True,2016-2017,El Dakhlia,Ittihad Alex,20161763,False,Penalty
2016177,Islam Gamal,False,Away,Hassan Youssef,Header,False,2016-2017,Talaea El Gaish,Ismaily,20161771,True,Open Play
2016177,Mahmoud Metwaly,False,Home,Islam Abdelnaim,Penalty,True,2016-2017,Ismaily,Talaea El Gaish,20161772,True,Penalty
2016178,Omar Gamal,False,Home,,Free kick,False,2016-2017,El Mokawloon,Entag El Harby,20161781,False,Open Play
2016179,Paulin Voavy,False,Away,Hany Said,Pass,False,2016-2017,El Makasa,Enppi SC,20161791,True,Open Play
2016179,Joël Lamah,False,Home,Salah Mohsen,Cross,False,2016-2017,Enppi SC,El Makasa,20161792,True,Open Play
2016179,Eric Traoré,False,Away,,Cross,False,2016-2017,El Makasa,Enppi SC,20161793,False,Open Play
2016179,Ramy Sabry,False,Home,Salah Soliman,Header,False,2016-2017,Enppi SC,El Makasa,20161794,True,Open Play
2016179,Salah Mohsen,False,Home,Mario Martínez,Pass,False,2016-2017,Enppi SC,El Makasa,20161795,True,Open Play
2016179,John Antwi,False,Away,Eric Traoré,Header,False,2016-2017,El Makasa,Enppi SC,20161796,True,Open Play
2016180,Ramy Sabry,False,Away,Joël Lamah,Cross,False,2016-2017,Enppi SC,Smouha,20161801,True,Open Play
2016180,Amr Marei,False,Away,Salah Ashour,Pass,False,2016-2017,Enppi SC,Smouha,20161802,True,Open Play
2016180,Mahmoud Abdelaziz,False,Home,Ahmed Raouf,Header,False,2016-2017,Smouha,Enppi SC,20161803,True,Open Play
2016180,Amr Marei,True,Home,Islam Mohareb,Corner,False,2016-2017,Smouha,Enppi SC,20161804,True,Own Goal
2016181,Mostafa Shebeita,False,Home,Victory Omodiagbe,Pass,False,2016-2017,Petrojet,Tanta SC,20161811,True,Open Play
2016181,Victory Omodiagbe,False,Home,Mohamed Ramadan,Pass,False,2016-2017,Petrojet,Tanta SC,20161812,True,Open Play
2016182,Khaled Kamar,False,Home,Hesham Shehata,Cross,False,2016-2017,Ittihad Alex,Aswan SC,20161821,True,Open Play
2016182,Khaled El Ghandour,False,Home,Khaled Kamar,Pass,False,2016-2017,Ittihad Alex,Aswan SC,20161822,True,Open Play
2016182,Hamada El Sayed,False,Away,Hossam Abdel-Aal,Free kick,False,2016-2017,Aswan SC,Ittihad Alex,20161823,True,Open Play
2016182,Sayed Shabrawy,False,Away,Razack Cissé,Cross,False,2016-2017,Aswan SC,Ittihad Alex,20161824,True,Open Play
2016182,Mohamed Adel,False,Home,Kabongo Kasongo,Cross,False,2016-2017,Ittihad Alex,Aswan SC,20161825,True,Open Play
2016182,John Utaka,False,Away,Ahmed Shedid Kenawi,Free kick,False,2016-2017,Aswan SC,Ittihad Alex,20161826,True,Open Play
2016183,Ahmed Ali,False,Away,Omar Gamal,Cross,False,2016-2017,El Mokawloon,Talaea El Gaish,20161831,True,Open Play
2016183,Asem Salah,False,Home,Karim El Deeb,Handball,True,2016-2017,Talaea El Gaish,El Mokawloon,20161832,True,Penalty
2016184,Hamada Galal,False,Home,Ramadan Rabie,Cross,False,2016-2017,El Nasr Tadeen,Ismaily,20161841,True,Open Play
2016184,Diego Calderón,False,Away,Hosny Abd Rabo,Penalty,False,2016-2017,Ismaily,El Nasr Tadeen,20161842,True,Open Play
2016184,Hosny Abd Rabo,False,Away,Diego Calderón,Pass,False,2016-2017,Ismaily,El Nasr Tadeen,20161843,True,Open Play
2016184,Diego Calderón,False,Away,Ibrahim Hassan,Pass,False,2016-2017,Ismaily,El Nasr Tadeen,20161844,True,Open Play
2016184,Karim Bambo,False,Away,Ibrahim Hassan,Pass,False,2016-2017,Ismaily,El Nasr Tadeen,20161845,True,Open Play
2016184,Karim Bambo,False,Away,Bahaa Magdy,Cross,False,2016-2017,Ismaily,El Nasr Tadeen,20161846,True,Open Play
2016185,Arafa El Sayed,False,Away,Ibrahima Ndiaye,Cross,False,2016-2017,Wadi Degla,Entag El Harby,20161851,True,Open Play
2016185,Mahmoud Alaa,False,Away,Arafa El Sayed,Penalty,True,2016-2017,Wadi Degla,Entag El Harby,20161852,True,Penalty
2016185,Mahmoud Alaa,False,Away,Mohamed Helal,Free kick,False,2016-2017,Wadi Degla,Entag El Harby,20161853,True,Open Play
2016185,Ibrahima Ndiaye,False,Away,Youssef Obama,Pass,False,2016-2017,Wadi Degla,Entag El Harby,20161854,True,Open Play
2016185,Omar El Said,False,Home,Mahmoud Fathallah,Free kick,False,2016-2017,Entag El Harby,Wadi Degla,20161855,True,Open Play
2016185,Youssef Obama,False,Away,Samuel Afum,Pass,False,2016-2017,Wadi Degla,Entag El Harby,20161856,True,Open Play
2016186,Eric Traoré,False,Home,Ahmed Daouda,Cross,False,2016-2017,El Makasa,El Masry,20161861,True,Open Play
2016186,Ragab Nabil,True,Away,Abdallah Gomaa,Penalty,False,2016-2017,El Masry,El Makasa,20161862,True,Own Goal
2016186,Eric Traoré,False,Home,Ahmed El Sheikh,Cross,False,2016-2017,El Makasa,El Masry,20161863,True,Open Play
2016186,Hermann Kouao,False,Away,Ahmed Gomaa,Header,False,2016-2017,El Masry,El Makasa,20161864,True,Open Play
2016186,Ahmed Daouda,False,Home,John Antwi,Pass,False,2016-2017,El Makasa,El Masry,20161865,True,Open Play
2016186,John Antwi,False,Home,Hesham Mohamed,Cross,False,2016-2017,El Makasa,El Masry,20161866,True,Open Play
2016187,Saad Samir,False,Home,,Pass,False,2016-2017,Ahly SC,El Dakhlia,20161871,False,Open Play
2016187,Walid Soliman,False,Home,,Free kick,False,2016-2017,Ahly SC,El Dakhlia,20161872,False,Open Play
2016187,Souleymane Coulibaly,False,Home,Abdallah El Said,Penalty,False,2016-2017,Ahly SC,El Dakhlia,20161873,True,Open Play
2016187,Souleymane Coulibaly,False,Home,Sabri Rahil,Cross,False,2016-2017,Ahly SC,El Dakhlia,20161874,True,Open Play
2016188,Mohamed Abdelhamid,False,Home,,Header,False,2016-2017,El Sharkia,Zamalek,20161881,False,Open Play
2016189,Mario Martínez,False,Away,Mohamed El Ashri,Handball,True,2016-2017,Enppi SC,Tanta SC,20161891,True,Penalty
2016189,Dennis Tetteh,False,Home,Mohamed Gouda,Header,False,2016-2017,Tanta SC,Enppi SC,20161892,True,Open Play
2016190,Hosny Abd Rabo,False,Home,Ibrahim Hassan,Cross,False,2016-2017,Ismaily,El Sharkia,20161901,True,Open Play
2016190,Ibrahim Hassan,False,Home,,Pass,False,2016-2017,Ismaily,El Sharkia,20161902,False,Open Play
2016190,Hosny Abd Rabo,False,Home,Karim Bambo,Pass,False,2016-2017,Ismaily,El Sharkia,20161903,True,Open Play
2016191,Asem Salah,False,Away,Mohamed Ashraf,Penalty,True,2016-2017,Talaea El Gaish,Wadi Degla,20161911,True,Penalty
2016192,Mohamed Bazoka,False,Away,Mostafa Kalosha,Pass,False,2016-2017,Ittihad Alex,Petrojet,20161921,True,Open Play
2016193,Zizo,False,Home,Mahmoud Mansour,Cross,False,2016-2017,El Dakhlia,Entag El Harby,20161931,True,Open Play
2016193,Benjamin Acheampong,False,Home,Abdelrahman El Sewisi,Pass,False,2016-2017,El Dakhlia,Entag El Harby,20161932,True,Open Play
2016193,Mostafa Mohamed,False,Home,Ahmed Samir Farag,Cross,False,2016-2017,El Dakhlia,Entag El Harby,20161933,True,Open Play
2016194,Omar Gamal,False,Home,Ahmed Ali,Cross,False,2016-2017,El Mokawloon,El Nasr Tadeen,20161941,True,Open Play
2016194,Ahmed Ali,False,Home,Omar Gamal,Free kick,False,2016-2017,El Mokawloon,El Nasr Tadeen,20161942,True,Open Play
2016194,Abdelaziz Emam,False,Away,Islam Siam,Penalty,False,2016-2017,El Nasr Tadeen,El Mokawloon,20161943,True,Open Play
2016196,Mido Gaber,False,Away,Ali Maâloul,Cross,False,2016-2017,Ahly SC,Aswan SC,20161961,True,Open Play
2016196,Souleymane Coulibaly,False,Away,Ahmed Fathi,Cross,False,2016-2017,Ahly SC,Aswan SC,20161962,True,Open Play
2016197,Sayed Farid,False,Away,Mahmoud Ezzat,Header,False,2016-2017,Smouha,El Masry,20161971,True,Open Play
2016197,Abdallah Bika,False,Home,Abdallah Bika,Penalty,True,2016-2017,El Masry,Smouha,20161972,True,Penalty
2016198,Yaya Traoré,False,Home,Hossam Hassan,Free kick,False,2016-2017,El Sharkia,El Mokawloon,20161981,True,Open Play
2016199,Mahmoud Fathallah,False,Home,Oumed Oukri,Penalty,True,2016-2017,Entag El Harby,Aswan SC,20161991,True,Penalty
2016199,Moaz El Henawy,False,Away,Ahmed Shedid Kenawi,Free kick,False,2016-2017,Aswan SC,Entag El Harby,20161992,True,Open Play
2016200,Mohamed Sherif,False,Away,Mohamed Helal,Pass,False,2016-2017,Wadi Degla,El Nasr Tadeen,20162001,True,Open Play
2016200,Ramadan Rabie,False,Home,,Cross,False,2016-2017,El Nasr Tadeen,Wadi Degla,20162002,False,Open Play
2016200,Abdallah El Shahat,False,Home,Abdelaziz Emam,Penalty,True,2016-2017,El Nasr Tadeen,Wadi Degla,20162003,True,Penalty
2016201,Ahmed Hassan Mekky,False,Home,Ahmed Temsah,Pass,False,2016-2017,Smouha,Zamalek,20162011,True,Open Play
2016201,Ahmed Manga,False,Home,,Penalty,False,2016-2017,Smouha,Zamalek,20162012,False,Open Play
2016202,Mohamed Bazoka,False,Home,Mostafa Kalosha,Free kick,False,2016-2017,Ittihad Alex,Tanta SC,20162021,True,Open Play
2016203,Ahmed El Sheikh,False,Home,Hussein El Shahat,Pass,False,2016-2017,El Makasa,Ismaily,20162031,True,Open Play
2016203,Diego Calderón,False,Away,Ibrahim Hassan,Cross,False,2016-2017,Ismaily,El Makasa,20162032,True,Open Play
2016203,Eric Traoré,False,Home,Paulin Voavy,Cross,False,2016-2017,El Makasa,Ismaily,20162033,True,Open Play
2016203,Ahmed El Sheikh,False,Home,Paulin Voavy,Penalty,False,2016-2017,El Makasa,Ismaily,20162034,True,Open Play
2016203,Emad Hamdi,False,Away,Ibrahim Hassan,Cross,False,2016-2017,Ismaily,El Makasa,20162035,True,Open Play
2016204,Ahmed Shokry,False,Away,Ahmed Gomaa,Header,False,2016-2017,El Masry,Enppi SC,20162041,True,Open Play
2016204,Ahmed Gomaa,False,Away,,Penalty,False,2016-2017,El Masry,Enppi SC,20162042,False,Open Play
2016205,Minusu Buba,False,Away,Benjamin Acheampong,Header,False,2016-2017,El Dakhlia,Talaea El Gaish,20162051,True,Open Play
2016205,Hassan Youssef,False,Home,Amoory,Pass,False,2016-2017,Talaea El Gaish,El Dakhlia,20162052,True,Open Play
2016206,Souleymane Coulibaly,False,Home,Hossam Ashour,Pass,False,2016-2017,Ahly SC,Petrojet,20162061,True,Open Play
2016206,Walid Soliman,False,Home,Ahmed Fathi,Pass,False,2016-2017,Ahly SC,Petrojet,20162062,True,Open Play
2016207,Hamada Galal,False,Away,Abdelaziz Emam,Pass,False,2016-2017,El Nasr Tadeen,El Dakhlia,20162071,True,Open Play
