match_id,Referee,Stadium
2018070,Mahmoud Ashour,Borg El Arab Stadium
2018071,Danilo Grujic,30 June Stadium
2018072,Mohamed El Sabahi,Petrosport Stadium
2018073,Mabrouk Nabil,Arab Contractors Stadium
2018074,Ahmed Hamdi,Petrosport Stadium
2018075,Mahmoud El Banna,Alexandria Stadium
2018076,Gehad Grisha,Gehaz El Reyada Stadium
2018077,Mahmoud El Banna,Suez Stadium
2018078,Mohamed El Sabahi,Borg El Arab Stadium
2018079,Tarek Magdi,Arab Contractors Stadium
2018080,Gianluca Rocchi,Petrosport Stadium
2018081,Mohamed Adel,30 June Stadium
2018082,Ahmed El Adawi,El Shorta Stadium
2018083,Mahmoud Bassiouni,El Salam Stadium
2018084,Mahmoud Ashour,Khaled Bichara Stadium
2018085,Mohamed El Hanafy,El Max
2018086,Ahmed El Ghandour,Petrosport Stadium
2018087,Mohamed Maarouf,El Ahly Stadium
2018088,Mohamed Maarouf,Egyptian Army Stadium
2018089,Novak Simovic,Egyptian Army Stadium
2018090,Mohamed Maarouf,Gehaz El Reyada Stadium
2018091,Mahmoud Bassiouni,Petrosport Stadium
2018092,Tarek Samy,Arab Contractors Stadium
2018093,Ibrahim Nour Eldin,Borg El Arab Stadium
2018094,Mohamed El Hanafy,Ismailia Stadium
2018095,Walid Abdelrazak,Petrosport Stadium
2018096,Mahmoud Ashour,Alexandria Stadium
2018097,Ahmed El Ghandour,Borg El Arab Stadium
2018098,Mahmoud Ashour,Borg El Arab Stadium
2018099,Mohamed Maarouf,El Max
2018100,Mohamed Salama,Suez Stadium
2018101,Mahmoud Ashour,Petrosport Stadium
2018102,Mohamed Hassan,El Shorta Stadium
2018103,Said Hamza,Khaled Bichara Stadium
2018104,Mahmoud El Banna,El Salam Stadium
2018105,Gehad Grisha,30 June Stadium
2018106,Amin Omar,Ismailia Stadium
2018107,Mahmoud Ashour,El Ahly Stadium
2018108,Tarek Samy,Petrosport Stadium
2018109,Sobhy El Amrawy,Petrosport Stadium
2018110,Mohamed Adel,Gehaz El Reyada Stadium
2018111,Mahmoud Nagy,Borg El Arab Stadium
2018112,Gehad Grisha,Arab Contractors Stadium
2018113,Ibrahim Nour Eldin,Ismailia Stadium
2018114,Mohamed El Hanafy,Arab Contractors Stadium
2018115,Tore Hansen,Ismailia Stadium
2018116,Mohamed El Sabahi,Petrosport Stadium
2018117,Mohamed Adel,El Salam Stadium
2018118,Ahmed El Ghandour,Khaled Bichara Stadium
2018119,Mohamed El Sabahi,El Max
2018120,Mahmoud El Banna,Suez Stadium
2018121,Gehad Grisha,Petrosport Stadium
2018122,Mahmoud Bassiouni,El Shorta Stadium
2018123,Walid Abdelaziz,Alexandria Stadium
2018124,Amin Omar,30 June Stadium
2018125,Mohamed El Hanafy,El Ahly Stadium
2018126,Ahmed El Adawi,Arab Contractors Stadium
2018127,Mohamed Adel,Petrosport Stadium
2018128,Mohamed Abou-Khater,Petrosport Stadium
2018129,Amin Omar,Gehaz El Reyada Stadium
2018130,Ahmed Hamdi,El Max
2018131,Mohamed Maarouf,Ismailia Stadium
2018132,Mohamed El Sabahi,Petrosport Stadium
2018133,Mohamed El Hanafy,Petrosport Stadium
2018134,Mohamed Adel,Borg El Arab Stadium
2018135,Mohamed Youssef,Arab Contractors Stadium
2018136,Mahmoud Ashour,Alexandria Stadium
2018137,Said Hamza,El Salam Stadium
2018138,Mahmoud Desouki,El Max
2018139,Mahmoud Wafa,Suez Stadium
2018140,Ibrahim Nour Eldin,Petrosport Stadium
2018141,Gehad Grisha,El Ahly Stadium
2018142,Slim Belkhouas,Petrosport Stadium
2018143,Mahmoud Nagy,El Shorta Stadium
2018144,Ahmed Abdallah,Arab Contractors Stadium
2018145,Ibrahim Nour Eldin,Unbekannt
2018146,Haythem Guirat,30 June Stadium
2018147,Nader Kamar,Petrosport Stadium
2018148,Gehad Grisha,Borg El Arab Stadium
2018149,Hesham El Fallal,Petrosport Stadium
2018150,Mohamed Adel,Gehaz El Reyada Stadium
2018151,Istvan Kovacs,Borg El Arab Stadium
2018152,Ibrahim Nour Eldin,Egyptian Army Stadium
2018153,Hossam El Gallad,Petrosport Stadium
2018154,Ahmed Hamdi,Arab Contractors Stadium
2018155,Mahmoud El Banna,Borg El Arab Stadium
2018156,Rédouane Jiyed,30 June Stadium
2018157,Mohamed Abbas Kabil,El Max
2018158,Ibrahim Nour Eldin,Gehaz El Reyada Stadium
2018159,Mohamed Maarouf,Petrosport Stadium
2018160,Ahmed El Adawi,Ismailia Stadium
2018161,Mohamed Maarouf,Borg El Arab Stadium
2018162,Mohamed El Tabei,Khaled Bichara Stadium
2018163,Mahmoud Ashour,Borg El Arab Stadium
2018164,Amin Omar,Petrosport Stadium
2018165,Ibrahim Mahgoub,El Shorta Stadium
2018166,Mohamed Abou-Khater,Arab Contractors Stadium
2018167,Mehrez Melki,El Salam Stadium
2018168,Gehad Grisha,Petrosport Stadium
2018169,Mohamed El Sabahi,Gehaz El Reyada Stadium
2018170,Roberto García Orozco,El Max
2018171,Mohamed El Hanafy,Arab Contractors Stadium
2018172,Omar Mohamed Al-Ali,30 June Stadium
2018173,Mohamed Adel,El Max
2018174,Mahmoud Nagy,Borg El Arab Stadium
2018175,Mahmoud El Banna,El Salam Stadium
2018176,Gehad Grisha,Ismailia Stadium
2018177,Ahmed El Ghandour,Petrosport Stadium
2018178,Mahmoud El Banna,Petrosport Stadium
2018179,Said Hamza,Egyptian Army Stadium
2018180,Ahmed El Adawi,Petrosport Stadium
2018181,Mahmoud Ashour,Gehaz El Reyada Stadium
2018182,Mohamed El Hanafy,Egyptian Army Stadium
2018183,Youssef Essrairi,El Shorta Stadium
2018184,Sobhy El Amrawy,Suez Stadium
2018185,Mohamed Salama,Khaled Bichara Stadium
2018186,Tarek Magdi,Arab Contractors Stadium
2018187,Mohamed Maarouf,El Ahly Stadium
2018188,Mohamed Adel,Petrosport Stadium
2018189,Mahmoud Ashour,Petrosport Stadium
2018190,Mahmoud Bassiouni,El Shorta Stadium
2018191,Mohamed Adel,Egyptian Army Stadium
2018192,Novak Simovic,30 June Stadium
2018193,Mohamed Abou-Khater,El Max
2018194,Mohamed El Sabahi,Arab Contractors Stadium
2018195,Ahmed Hamdi,Gehaz El Reyada Stadium
2018196,Mohamed El Hanafy,Petrosport Stadium
2018197,Tarek Magdi,Petrosport Stadium
2018198,Ibrahim Nour Eldin,Arab Contractors Stadium
2018199,Fran Jovic,Khaled Bichara Stadium
2018200,Mohamed Adel,Borg El Arab Stadium
2018201,Mohamed Maarouf,Egyptian Army Stadium
2018202,Mahmoud El Banna,Petrosport Stadium
2018203,Mabrouk Nabil,Egyptian Army Stadium
2018204,Amin Omar,Egyptian Army Stadium
2018205,Ahmed El Ghandour,Borg El Arab Stadium
2018206,Mohamed Maarouf,Petrosport Stadium
2018207,Mahmoud Ashour,El Max
2018208,Gehad Grisha,Khaled Bichara Stadium
2018209,João Capela,30 June Stadium
2018210,Mohamed El Sabahi,El Shorta Stadium
2018211,Mohamed El Hanafy,Borg El Arab Stadium
2018212,Mahmoud Ashour,Egyptian Army Stadium
2018213,Mohamed Adel,Petrosport Stadium
2018214,Mohamed Adel,Petrosport Stadium
2018215,João Pinheiro,Petrosport Stadium
2018216,Tarek Magdi,Khaled Bichara Stadium
2018217,Gehad Grisha,Petrosport Stadium
2018218,Mohamed Maarouf,Borg El Arab Stadium
2018219,Ahmed El Ghandour,Gaish Stadium
2018220,Mahmoud El Banna,Egyptian Army Stadium
2018221,Nader Kamar,Petrosport Stadium
2018222,Mahmoud Ashour,Borg El Arab Stadium
2018223,Mohamed El Hanafy,Petrosport Stadium
2018224,Ivan Bebek,Petrosport Stadium
2018225,Amin Omar,Petrosport Stadium
2018226,Ibrahim Nour Eldin,El Shorta Stadium
2018227,Amin Omar,El Max
2018228,Gehad Grisha,Petrosport Stadium
2018229,Mohamed El Sabahi,Khaled Bichara Stadium
2018230,Mahmoud El Banna,Petrosport Stadium
2018231,Mohamed Adel,Egyptian Army Stadium
2018232,Mahmoud El Banna,Egyptian Army Stadium
2018233,Ola Hobber Nilsen,30 June Stadium
2018234,Ibrahim Nour Eldin,Egyptian Army Stadium
2018235,Tarek Magdi,El Max
2018236,Mahmoud Ashour,Petrosport Stadium
2018237,Walid Abdelaziz,Arab Contractors Stadium
2018238,Mahmoud Nagy,Gehaz El Reyada Stadium
2018239,Matej Jug,Egyptian Army Stadium
2018240,Ahmed Hamdi,Petrosport Stadium
2018241,Gehad Grisha,Borg El Arab Stadium
2018242,Ibrahim Nour Eldin,Petrosport Stadium
2018243,Mohamed El Sabahi,El Shorta Stadium
2018244,Mohamed El Hanafy,Khaled Bichara Stadium
2018245,Ahmed El Ghandour,Petrosport Stadium
2018246,Mario Zebec,30 June Stadium
2018247,Mahmoud El Banna,El Shorta Stadium
2018248,Mohamed Maarouf,Egyptian Army Stadium
2018249,Amin Omar,El Max
2018250,Mohamed Maarouf,Petrosport Stadium
2018251,Mohamed Adel,Egyptian Army Stadium
2018252,Gehad Grisha,Gehaz El Reyada Stadium
2018253,Mohamed Salama,Arab Contractors Stadium
2018254,Marius Avram,El Max
2018255,Mohamed El Hanafy,El Max
2018256,Amin Omar,30 June Stadium
2018257,Mahmoud El Banna,Arab Contractors Stadium
2018258,Mohamed Adel,Petrosport Stadium
2018259,Mohamed El Hanafy,Petrosport Stadium
2018260,Tihomir Pejin,Petrosport Stadium
2018261,Ibrahim Nour Eldin,El Max
2018262,Tarek Magdi,Petrosport Stadium
2018263,Mohamed Maarouf,Khaled Bichara Stadium
2018264,Mahmoud Ashour,El Shorta Stadium
2018265,Mohamed El Sabahi,Egyptian Army Stadium
2018266,Mohamed El Hanafy,Petrosport Stadium
2018267,Sebastian Colțescu,30 June Stadium
2018268,Mohamed Adel,Petrosport Stadium
2018269,Novak Simovic,El Max
2018270,Mohamed Adel,Petrosport Stadium
2018271,Mohamed Maarouf,Ismailia Stadium
2018272,Mohamed El Sabahi,El Max
2018273,Tihomir Pejin,Arab Contractors Stadium
2018274,Ibrahim Nour Eldin,Borg El Arab Stadium
2018275,Ahmed El Adawi,Arab Contractors Stadium
2018276,Mahmoud Ashour,El Max
2018277,Tarek Magdi,Petrosport Stadium
2018278,Anastasios Sidiropoulos,Petrosport Stadium
2018279,Mohamed Abou-Khater,Arab Contractors Stadium
2018280,Mohamed Maarouf,El Max
2018281,Ibrahim Nour Eldin,Khaled Bichara Stadium
2018282,Gehad Grisha,El Shorta Stadium
2018283,Mahmoud Ashour,Egyptian Army Stadium
2018284,Mohamed Adel,Egyptian Army Stadium
2018285,Amin Omar,Petrosport Stadium
2018286,Mohamed El Sabahi,Petrosport Stadium
2018287,Roberto García Orozco,30 June Stadium
2018288,Tarek Magdi,Egyptian Army Stadium
2018289,Mohamed El Sabahi,Egyptian Army Stadium
2018290,Danilo Grujic,El Max
2018291,Mohamed El Hanafy,Gehaz El Reyada Stadium
2018292,Matej Jug,Arab Contractors Stadium
2018293,Mahmoud Ashour,Petrosport Stadium
2018294,Mohamed Yosri Bouali,30 June Stadium
2018295,Mahmoud Ashour,Khaled Bichara Stadium
2018296,Mohamed Adel,Borg El Arab Stadium
2018297,Wael Farhan,Egyptian Army Stadium
2018298,Ahmed Gamal,Petrosport Stadium
2018299,Mahmoud Wafa,Arab Contractors Stadium
2018300,Marius Avram,Khaled Bichara Stadium
2018301,Amin Omar,El Max
2018302,Mohamed El Sabahi,Egyptian Army Stadium
2018303,Balázs Berke,El Shorta Stadium
2018304,Mahmoud Ashour,Borg El Arab Stadium
2018305,Ferenc Karakó,Borg El Arab Stadium
