match_id,Referee,Stadium
2016123,Mohamed Ali Shata,Tanta Stadium
2016124,Gehad Grisha,El Shorta Stadium
2016125,Nader Kamar,Cairo International Stadium
2016126,Mahmoud El Banna,Petrosport Stadium
2016127,Awad Saafan,Fayoum Stadium
2016128,Mahmoud Ashour,Borg El Arab Stadium
2016129,Mohamed El Hanafy,Borg El Arab Stadium
2016130,Mohamed Maarouf,Petrosport Stadium
2016131,Gehad Grisha,Banha Stadium
2016132,Amin Omar,Arab Contractors Stadium
2016133,Mahmoud Bassiouni,Ismailia Stadium
2016134,Ahmed El Adawi,Cairo International Stadium
2016135,Samir Osman,Gehaz El Reyada Stadium
2016136,Mohamed Adel,El Salam Stadium
2016137,Mahmoud El Banna,Borg El Arab Stadium
2016138,Ahmed Hamdi,El Shorta Stadium
2016139,Mohamed Farouk,Banha Stadium
2016140,Mahmoud Ashour,Egyptian Army Stadium
2016141,Gehad Grisha,Borg El Arab Stadium
2016142,Osama El Aref,Aswan Stadium
2016143,Mohamed El Sabahi,Aswan Stadium
2016144,Ibrahim Nour Eldin,El Max
2016145,Mahmoud Bassiouni,Petrosport Stadium
2016146,Mohamed Maarouf,Tanta Stadium
2016147,Said Hamza,Cairo International Stadium
2016148,Samir Osman,Arab Contractors Stadium
2016149,Viktor Kassai,Petrosport Stadium
2016150,Sherif Rashwan,Fayoum Stadium
2016151,Ahmed El Ghandour,Borg El Arab Stadium
2016152,Mahmoud El Banna,Ismailia Stadium
2016153,Mohamed Adel,Tanta Stadium
2016154,Mohamed Hassan,Cairo International Stadium
2016155,Amin Omar,El Shorta Stadium
2016156,Ibrahim Nour Eldin,Arab Contractors Stadium
2016157,Mohamed Maarouf,Borg El Arab Stadium
2016158,Ahmed Hamdi,Petrosport Stadium
2016159,Mahmoud El Banna,Egyptian Army Stadium
2016160,Samir Osman,Petrosport Stadium
2016161,Ahmed Hamdi,Borg El Arab Stadium
2016162,Mohamed Abou-Khater,Aswan Stadium
2016163,Mahmoud Bassiouni,Suez Stadium
2016164,,Banha Stadium
2016165,Ahmed El Ghandour,Borg El Arab Stadium
2016166,Ibrahim Nour Eldin,El Salam Stadium
2016167,Awad Saafan,Fayoum Stadium
2016168,Mohamed El Hanafy,El Ahly Stadium
2016169,Mohamed El Sabahi,30 June Stadium
2016170,Mahmoud Ashour,Borg El Arab Stadium
2016171,Samir Osman,Tanta Stadium
2016172,Mohamed Maarouf,Aswan Stadium
2016173,Mohamed Farouk,Petrosport Stadium
2016174,Ahmed El Adawi,Borg El Arab Stadium
2016175,Amin Omar,Petrosport Stadium
2016176,Mahmoud El Banna,El Shorta Stadium
2016177,Gehad Grisha,Ismailia Stadium
2016178,Mahmoud Ashour,Arab Contractors Stadium
2016179,Said Hamza,Petrosport Stadium
2016180,Mohamed Farouk,El Max
2016181,Mohamed El Sabahi,Suez Stadium
2016182,Mohamed Farouk,Borg El Arab Stadium
2016183,Nader Kamar,Gehaz El Reyada Stadium
2016184,Mohamed Ali Shata,Aswan Stadium
2016185,Amin Omar,El Salam Stadium
2016186,Samir Osman,Borg El Arab Stadium
2016187,Amin Omar,El Ahly Stadium
2016188,Mahmoud Ashour,El Salam Stadium
2016189,Mahmoud Bassiouni,Tanta Stadium
2016190,Mahmoud Bassiouni,Ismailia Stadium
2016191,Mahmoud El Banna,30 June Stadium
2016192,Samir Osman,Suez Stadium
2016193,Mohamed Hassan,El Shorta Stadium
2016194,Mabrouk Nabil,Arab Contractors Stadium
2016195,Mohamed Farouk,Petrosport Stadium
2016196,Mohamed El Sabahi,Aswan Stadium
2016197,Ibrahim Nour Eldin,Borg El Arab Stadium
2016198,Mohamed Abou-Khater,Banha Stadium
2016199,Samir Osman,El Salam Stadium
2016200,Abdelaziz El Sayed,Aswan Stadium
2016201,Mohamed El Hanafy,Borg El Arab Stadium
2016202,Awad Saafan,El Max
2016203,Mohamed Adel,Fayoum Stadium
2016204,Mohamed El Sabahi,El Max
2016205,Ibrahim Nour Eldin,Gehaz El Reyada Stadium
2016206,Mohamed Maarouf,El Ahly Stadium
2016207,Mohamed El Hanafy,El Shorta Stadium
2016208,Hesham Abdelhamid,30 June Stadium
2016209,Amin Omar,Arab Contractors Stadium
2016210,Mohamed Farouk,Aswan Stadium
2016211,Mohamed Maarouf,Petrosport Stadium
2016212,Nader Kamar,Suez Stadium
2016213,Ibrahim Nour Eldin,Borg El Arab Stadium
2016214,Mohamed Adel,El Max
2016215,Mahmoud Ashour,Ismailia Stadium
2016216,Gehad Grisha,Banha Stadium
2016217,Ibrahim Nour Eldin,Aswan Stadium
2016218,Ahmed El Ghandour,Fayoum Stadium
2016219,Sabry Ibrahim,El Max
2016220,Walid Abdelrazak,Gehaz El Reyada Stadium
2016221,Hesham Abdelhamid,Petrosport Stadium
2016222,Mohamed Farouk,El Salam Stadium
2016223,Samir Osman,Borg El Arab Stadium
2016224,Mohamed El Hanafy,El Ahly Stadium
2016225,Mohamed El Sabahi,El Shorta Stadium
2016226,Mohamed Adel,Borg El Arab Stadium
2016227,Mahmoud El Banna,Aswan Stadium
2016228,Walid Abdelaziz,Suez Stadium
2016229,Mohamed Maarouf,Petrosport Stadium
2016230,Mohamed Salama,Arab Contractors Stadium
2016231,Awad Saafan,Mahalla Stadium
2016232,Amin Omar,El Max
2016233,Mahmoud Ashour,El Ahly Stadium
2016234,Abdelaziz El Sayed,Fayoum Stadium
2016235,Said Hamza,Banha Stadium
2016236,Mohamed Ali Shata,Aswan Stadium
2016237,Mahmoud El Banna,Borg El Arab Stadium
2016238,Mohamed El Hanafy,Petrosport Stadium
2016239,Ahmed El Ghandour,Borg El Arab Stadium
2016240,Mohamed El Sabahi,El Salam Stadium
2016241,Ibrahim Nour Eldin,Egyptian Army Stadium
2016242,Ahmed El Adawi,Petrosport Stadium
2016243,Amin Omar,Suez Stadium
2016244,Mohamed Abou-Khater,Tanta Stadium
2016245,Samir Osman,Aswan Stadium
2016246,Mohamed Maarouf,Petrosport Stadium
2016247,Ahmed Hamdi,Borg El Arab Stadium
2016248,Mohamed Farouk,El Shorta Stadium
2016249,Mohamed Adel,El Ahly Stadium
2016250,Mahmoud El Banna,Borg El Arab Stadium
2016251,Mahmoud Bassiouni,El Salam Stadium
2016252,Mahmoud Bassiouni,El Salam Stadium
2016253,Hesham Abdelhamid,Borg El Arab Stadium
2016254,Sameh Farouk,Borg El Arab Stadium
2016255,Mohamed El Sabahi,Petrosport Stadium
2016256,Ibrahim Nour Eldin,Ismailia Stadium
2016257,Amin Omar,Aswan Stadium
2016258,Mahmoud Ashour,Fayoum Stadium
2016259,Awad Saafan,Petrosport Stadium
2016260,Mohamed El Hanafy,Gehaz El Reyada Stadium
2016261,Samir Osman,Tanta Stadium
2016262,Mohamed El Sabahi,Gehaz El Reyada Stadium
2016263,Ibrahim Nour Eldin,El Salam Stadium
2016264,,Suez Stadium
2016265,Mohamed Adel,30 June Stadium
2016266,Mohamed El Hanafy,Borg El Arab Stadium
2016267,Amin Omar,Petrosport Stadium
2016268,Osama El Aref,El Max
2016269,Mohamed Farouk,Egyptian Army Stadium
2016270,Mohamed Maarouf,Ismailia Stadium
2016271,Samir Osman,Petrosport Stadium
2016272,Mohamed Farouk,Banha Stadium
2016273,Mahmoud El Banna,Aswan Stadium
2016274,Mahmoud Ashour,Borg El Arab Stadium
2016275,Nader Kamar,Fayoum Stadium
2016276,Mahmoud Bassiouni,Borg El Arab Stadium
2016277,Amr Ayed,Arab Contractors Stadium
2016278,Walid Abdelaziz,Petrosport Stadium
2016279,Gehad Grisha,Aswan Stadium
2016280,Wael Farhan,Gehaz El Reyada Stadium
2016281,Hesham Abdelhamid,Mahalla Stadium
2016282,Amin Omar,Aswan Stadium
2016283,Mohamed El Hanafy,El Shorta Stadium
2016284,Ahmed El Ghandour,Borg El Arab Stadium
2016285,,El Salam Stadium
2016286,Mohamed Maarouf,Petrosport Stadium
2016287,Mohamed El Sabahi,Petrosport Stadium
2016288,Mahmoud El Banna,30 June Stadium
2016289,Mohamed Farouk,Arab Contractors Stadium
2016290,Gehad Grisha,Fayoum Stadium
2016291,Said Hamza,Tanta Stadium
2016292,,Petrosport Stadium
2016293,Mabrouk Nabil,Ismailia Stadium
2016294,Osama Ismail,Borg El Arab Stadium
2016295,Samir Osman,Borg El Arab Stadium
2016296,Mohamed Adel,Borg El Arab Stadium
2016297,,Banha Stadium
2016298,Mohamed El Sabahi,Aswan Stadium
2016299,Mohamed Farouk,El Shorta Stadium
2016300,Ekrami Alaa Eldin,Suez Stadium
2016301,,Gehaz El Reyada Stadium
2016302,Mohamed Saber,Borg El Arab Stadium
2016303,,Borg El Arab Stadium
2016304,Mahmoud Roshdi,Aswan Stadium
2016305,Willie Collum,Borg El Arab Stadium
