match_id,Referee,Stadium
2017069,Mahmoud Ashour,Gehaz El Reyada Stadium
2017070,Mohamed Adel,Cairo International Stadium
2017071,Mohamed Adel,Cairo International Stadium
2017072,Mahmoud Ashour,El Shorta Stadium
2017073,Mohamed Hassan,Petrosport Stadium
2017074,Mohamed Salama,30 June Stadium
2017075,Mohamed El Sabahi,Tanta Stadium
2017076,Mabrouk Nabil,Borg El Arab Stadium
2017077,Mohamed El Hanafy,El Salam Stadium
2017078,Abdelaziz El Sayed,Suez Stadium
2017079,Ahmed El Ghandour,Cairo International Stadium
2017080,Mohamed Maarouf,Borg El Arab Stadium
2017081,Tarek Magdi,Alexandria Stadium
2017082,Mahmoud El Banna,Alexandria Stadium
2017083,Nader Kamar,Cairo International Stadium
2017084,Mohamed Adel,Borg El Arab Stadium
2017085,Ahmed El Adawi,Cairo International Stadium
2017086,Mohamed El Sabahi,Arab Contractors Stadium
2017087,Mohamed El Hanafy,Ismailia Stadium
2017088,Mohamed Farouk,Cairo International Stadium
2017089,Mohamed El Sabahi,30 June Stadium
2017090,Amin Omar,Suez Stadium
2017091,Tarek Samy,Gehaz El Reyada Stadium
2017092,Mohamed El Hanafy,Cairo International Stadium
2017093,Mohamed Adel,Tanta Stadium
2017094,Said Hamza,Petrosport Stadium
2017095,Ahmed El Ghandour,Borg El Arab Stadium
2017096,Walid Abdelrazak,El Shorta Stadium
2017097,Mohamed El Sabahi,Borg El Arab Stadium
2017098,Mohamed Farouk,30 June Stadium
2017099,Mohamed Maarouf,30 June Stadium
2017100,Mohamed Adel,Alexandria Stadium
2017101,Mohamed Farouk,Cairo International Stadium
2017102,Tarek Magdi,Ismailia Stadium
2017103,Gehad Grisha,Alexandria Stadium
2017104,Ahmed El Ghandour,Arab Contractors Stadium
2017105,Hossam El Gallad,Cairo International Stadium
2017106,Nader Kamar,Borg El Arab Stadium
2017107,Ibrahim Nour Eldin,Cairo International Stadium
2017108,Mohamed El Hanafy,30 June Stadium
2017109,Gehad Grisha,Borg El Arab Stadium
2017110,Mohamed Salama,Petrosport Stadium
2017111,Mahmoud Bassiouni,Cairo International Stadium
2017112,Mahmoud Ashour,30 June Stadium
2017113,Mohamed Farouk,Cairo International Stadium
2017114,Tarek Samy,Borg El Arab Stadium
2017115,Mahmoud El Banna,Mahalla Stadium
2017116,Sabry Ibrahim,Suez Stadium
2017117,Tarek Magdi,Borg El Arab Stadium
2017118,Abdelaziz El Sayed,El Shorta Stadium
2017119,Ahmed El Ghandour,Alexandria Stadium
2017120,Mahmoud El Banna,Ismailia Stadium
2017121,,El Salam Stadium
2017122,Nader Kamar,Arab Contractors Stadium
2017123,Mahmoud Nagy,30 June Stadium
2017124,Mohamed El Sabahi,Alexandria Stadium
2017125,Mahmoud Ashour,Cairo International Stadium
2017126,Mohamed Farouk,Borg El Arab Stadium
2017127,Ibrahim Nour Eldin,Tanta Stadium
2017128,Mohamed Maarouf,Cairo International Stadium
2017129,Gehad Grisha,Alexandria Stadium
2017130,Ahmed Hamdi,Suez Stadium
2017131,Mohamed Adel,Borg El Arab Stadium
2017132,Mahmoud Ashour,30 June Stadium
2017133,Mohamed El Hanafy,Petrosport Stadium
2017134,Amin Omar,Cairo International Stadium
2017135,Said Hamza,Petrosport Stadium
2017136,Mohamed Abou-Khater,Ismailia Stadium
2017137,Mahmoud El Banna,Borg El Arab Stadium
2017138,Gehad Grisha,Alexandria Stadium
2017139,Mohamed Maarouf,Borg El Arab Stadium
2017140,Mahmoud Ashour,30 June Stadium
2017141,Tarek Magdi,El Shorta Stadium
2017142,Ibrahim Nour Eldin,Arab Contractors Stadium
2017143,Ahmed El Ghandour,El Salam Stadium
2017144,Mahmoud El Banna,Alexandria Stadium
2017145,Mohamed El Hanafy,Petrosport Stadium
2017146,Mohamed Farouk,Tanta Stadium
2017147,Amin Omar,Borg El Arab Stadium
2017148,Mohamed Saber,Suez Stadium
2017149,Tarek Samy,30 June Stadium
2017150,Davide Massa,Cairo International Stadium
2017151,Mohamed Youssef,30 June Stadium
2017152,Mahmoud Bassiouni,Cairo International Stadium
2017153,Amin Omar,Cairo International Stadium
2017154,Mohamed El Sabahi,Alexandria Stadium
2017155,Mohamed Maarouf,Ismailia Stadium
2017156,Mahmoud Ashour,Cairo International Stadium
2017157,Mahmoud El Banna,Suez Stadium
2017158,Ahmed El Adawi,Borg El Arab Stadium
2017159,Mohamed El Hanafy,Cairo International Stadium
2017160,Mohamed Adel,Borg El Arab Stadium
2017161,Ahmed El Ghandour,30 June Stadium
2017162,Mohamed Maarouf,30 June Stadium
2017163,Mohamed Abou-Khater,Borg El Arab Stadium
2017164,Mohamed Farouk,Arab Contractors Stadium
2017165,Amin Omar,El Salam Stadium
2017166,Mahmoud El Banna,Tanta Stadium
2017167,Mohamed El Sabahi,Borg El Arab Stadium
2017168,Tarek Magdi,Petrosport Stadium
2017169,Walid Abdelaziz,El Salam Stadium
2017170,Mahmoud Ashour,Cairo International Stadium
2017171,Mohamed Salama,Borg El Arab Stadium
2017172,Mahmoud El Banna,Ismailia Stadium
2017173,Mahmoud Wafa,Cairo International Stadium
2017174,Mohamed Maarouf,Petrosport Stadium
2017175,Abdelaziz El Sayed,30 June Stadium
2017176,Sobhy El Amrawy,Suez Stadium
2017177,Mohamed Farouk,Borg El Arab Stadium
2017178,Tarek Samy,Alexandria Stadium
2017179,Ahmed El Ghandour,Cairo International Stadium
2017180,Mohamed Hassan,30 June Stadium
2017181,Ibrahim Mahgoub,Arab Contractors Stadium
2017182,Tarek Magdi,Tanta Stadium
2017183,Ahmed El Ghandour,Borg El Arab Stadium
2017184,Walid Abdelrazak,El Salam Stadium
2017185,Hossam El Gallad,Cairo International Stadium
2017186,Amin Omar,Borg El Arab Stadium
2017187,Mahmoud Ashour,Borg El Arab Stadium
2017188,Mohamed Adel,Petrosport Stadium
2017189,Mahmoud Bassiouni,Arab Contractors Stadium
2017190,Mohamed Abou-Khater,Suez Stadium
2017191,Mohamed El Hanafy,Cairo International Stadium
2017192,Ibrahim Nour Eldin,El Max
2017193,Mohamed Maarouf,Ismailia Stadium
2017194,Mohamed Farouk,30 June Stadium
2017195,Mahmoud El Banna,Borg El Arab Stadium
2017196,Ahmed El Ghandour,Cairo International Stadium
2017197,Amin Omar,Borg El Arab Stadium
2017198,Mohamed El Sabahi,El Shorta Stadium
2017199,Mahmoud Bassiouni,30 June Stadium
2017200,Mohamed Farouk,El Salam Stadium
2017201,Ahmed El Adawi,30 June Stadium
2017202,Mahmoud Ashour,Borg El Arab Stadium
2017203,Mohamed Adel,Tanta Stadium
2017204,Mohamed El Hanafy,Cairo International Stadium
2017205,Mohamed Farouk,Borg El Arab Stadium
2017206,Mohamed Abou-Khater,Cairo International Stadium
2017207,Ahmed Hamdi,Borg El Arab Ground
2017208,Mohamed Maarouf,Cairo International Stadium
2017209,Amin Omar,Borg El Arab Stadium
2017210,Mabrouk Nabil,Cairo International Stadium
2017211,Ibrahim Nour Eldin,Cairo International Stadium
2017212,Mohamed El Sabahi,Borg El Arab Stadium
2017213,Mahmoud El Banna,30 June Stadium
2017214,Said Hamza,Arab Contractors Stadium
2017215,Mahmoud El Banna,Borg El Arab Stadium
2017216,Mohamed Adel,Petrosport Stadium
2017217,Amin Omar,Egyptian Army Stadium
2017218,Mahmoud Nagy,Cairo International Stadium
2017219,Mohamed El Hanafy,Tanta Stadium
2017220,Abdelaziz El Sayed,El Salam Stadium
2017221,Hesham El Fallal,El Shorta Stadium
2017222,Mahmoud Ashour,30 June Stadium
2017223,Mohamed Adel,Borg El Arab Stadium
2017224,Gehad Grisha,Borg El Arab Stadium
2017225,Mohamed Maarouf,Borg El Arab Stadium
2017226,Ibrahim Nour Eldin,Cairo International Stadium
2017227,Tarek Samy,30 June Stadium
2017228,Walid Abdelaziz,Borg El Arab Ground
2017229,Mohamed Abou-Khater,30 June Stadium
2017230,Amin Omar,Ismailia Stadium
2017231,Mohamed Farouk,Cairo International Stadium
2017232,Ahmed El Ghandour,Borg El Arab Stadium
2017233,Mohamed El Hanafy,Cairo International Stadium
2017234,Mohamed Adel,Cairo International Stadium
2017235,Mahmoud El Banna,Tanta Stadium
2017236,Mohamed El Hanafy,Petrosport Stadium
2017237,Mohamed El Sabahi,30 June Stadium
2017238,Wael Farhan,El Salam Stadium
2017239,Gehad Grisha,Borg El Arab Stadium
2017240,Mahmoud Ashour,Petrosport Stadium
2017241,Tarek Magdi,Suez Stadium
2017242,Ibrahim Nour Eldin,Borg El Arab Stadium
2017243,Mohamed El Hanafy,Arab Contractors Stadium
2017244,Amin Omar,Borg El Arab Stadium
2017245,Ibrahim Nour Eldin,El Salam Stadium
2017246,Mahmoud Bassiouni,30 June Stadium
2017247,Mohamed Abou-Khater,Ismailia Stadium
2017248,Tarek Samy,Borg El Arab Ground
2017249,Mohamed El Sabahi,Cairo International Stadium
2017250,Mohamed Adel,Egyptian Army Stadium
2017251,Ibrahim Nour Eldin,Borg El Arab Stadium
2017252,Mohamed Maarouf,Petrosport Stadium
2017253,Mohamed El Hanafy,Borg El Arab Stadium
2017254,Ahmed El Ghandour,30 June Stadium
2017255,Mohamed Adel,Tanta Stadium
2017256,Ibrahim Nour Eldin,30 June Stadium
2017257,Mahmoud El Banna,Cairo International Stadium
2017258,Amin Omar,Suez Stadium
2017259,Mohamed Farouk,Borg El Arab Stadium
2017260,Ahmed El Adawi,El Shorta Stadium
2017261,Mohamed Farouk,Borg El Arab Ground
2017262,Tarek Magdi,30 June Stadium
2017263,Amin Omar,Arab Contractors Stadium
2017264,Walid Abdelaziz,Cairo International Stadium
2017265,Mahmoud Ashour,Borg El Arab Stadium
2017266,Said Hamza,El Salam Stadium
2017267,Mohamed El Sabahi,Ismailia Stadium
2017268,Ibrahim Nour Eldin,Cairo International Stadium
2017269,Mohamed Maarouf,Borg El Arab Stadium
2017270,,Suez Stadium
2017271,Mahmoud Ashour,30 June Stadium
2017272,Tarek Magdi,Petrosport Stadium
2017273,Mohamed Farouk,Tanta Stadium
2017274,Mohamed Maarouf,30 June Stadium
2017275,Mohamed El Hanafy,Borg El Arab Stadium
2017276,Mahmoud Wafa,Borg El Arab Stadium
2017277,Ahmed El Ghandour,Cairo International Stadium
2017278,Mohamed El Sabahi,Cairo International Stadium
2017279,Ahmed Hamed Fahim,30 June Stadium
2017280,Hassan El Sindbisi,Borg El Arab Stadium
2017281,Mohamed El Hanafy,Cairo International Stadium
2017282,Amin Omar,El Shorta Stadium
2017283,,El Salam Stadium
2017284,Mohamed El Sabahi,Cairo International Stadium
2017285,Mahmoud Nagy,Ismailia Stadium
2017286,Ibrahim Nour Eldin,Petrosport Stadium
2017287,Mohamed Farouk,Borg El Arab Stadium
2017288,Mohamed El Hanafy,Borg El Arab Stadium
2017289,,Alexandria Stadium
2017290,Mohamed Adel,30 June Stadium
2017291,,Cairo International Stadium
2017292,Tarek Samy,Borg El Arab Ground
2017293,Mohamed Farouk,Egyptian Army Stadium
2017294,Tarek Magdi,Cairo International Stadium
2017295,Mohamed Abdelhafez,30 June Stadium
2017296,,Cairo International Stadium
2017297,Mahmoud Roshdi,Petrosport Stadium
2017298,,El Shorta Stadium
2017299,Mohamed El Sabahi,Borg El Arab Stadium
2017300,Mohamed Salama,30 June Stadium
2017301,Mohamed El Hanafy,Cairo International Stadium
2017302,,Borg El Arab Ground
2017303,Mabrouk Nabil,Ismailia Stadium
2017304,,Arab Contractors Stadium
2017305,,El Salam Stadium
