match_id,Referee,Stadium
2020087,Said Hamza,Arab Contractors Stadium
2020088,Ibrahim Nour Eldin,Ismailia Stadium
2020089,Abdelaziz El Sayed,Alexandria Stadium
2020090,Mohamed Adel,Aswan Stadium
2020091,Ahmed Gamal,Khaled Bichara Stadium
2020092,Mohamed El Hanafy,Mahalla Stadium
2020093,Abdelaziz El Sayed,
2020094,Mahmoud Nagy,Petrosport Stadium
2020095,Amin Omar,Gehaz El Reyada Stadium
2020096,Amin Omar,Alexandria Stadium
2020097,Abdelaziz El Sayed,Fayoum Stadium
2020098,Mohamed El Sabahi,Cairo International Stadium
2020099,Walid Abdelrazak,Cairo International Stadium
2020100,Abdelaziz El Sayed,30 June Stadium
2020101,Mohamed El Sabahi,El Salam Stadium
2020102,Mahmoud Nagy,Borg El Arab Stadium
2020103,Mahmoud Bassiouni,
2020104,Ibrahim Nour Eldin,Cairo International Stadium
2020105,Said Hamza,Suez Canal Authority Stadium
2020106,Amin Omar,Borg El Arab Stadium
2020107,Ibrahim Nour Eldin,Ismailia Stadium
2020108,Ahmed Hamdi,Mahalla Stadium
2020109,Gehad Grisha,Fayoum Stadium
2020110,Mohamed El Hanafy,Gehaz El Reyada Stadium
2020111,Mahmoud El Banna,Cairo International Stadium
2020112,Gehad Grisha,Khaled Bichara Stadium
2020113,Mohamed El Sabahi,Alexandria Stadium
2020114,Mahmoud Bassiouni,Petrosport Stadium
2020115,Mohamed El Sabahi,Borg El Arab Stadium
2020116,Mahmoud Ashour,Petrosport Stadium
2020117,Mohamed Youssef,El Shorta Stadium
2020118,Ahmed Gamal,Arab Contractors Stadium
2020119,Ahmed El Ghandour,Suez Canal Authority Stadium
2020120,Mohamed Salama,El Salam Stadium
2020121,Tarek Magdi,Ismailia Stadium
2020122,Ahmed El Adawi,Borg El Arab Stadium
2020123,Amin Omar,30 June Stadium
2020124,Mahmoud El Banna,El Ahly Stadium
2020125,Mohamed Adel,El Salam Stadium
2020126,Mohamed Salama,Khaled Bichara Stadium
2020127,Tarek Magdi,Fayoum Stadium
2020128,Walid Abdelrazak,Mahalla Stadium
2020129,Ahmed El Ghandour,El Salam Stadium
2020130,Mahmoud Ashour,Alexandria Stadium
2020131,Mohamed Adel,Gehaz El Reyada Stadium
2020132,Ahmed El Adawi,Petrosport Stadium
2020133,Mahmoud Nagy,Cairo International Stadium
2020134,Mohamed El Hanafy,Alexandria Stadium
2020135,Mohamed Maarouf,Alexandria Stadium
2020136,Mahmoud Ashour,Petrosport Stadium
2020137,Said Hamza,Arab Contractors Stadium
2020138,Tarek Magdi,Cairo International Stadium
2020139,Ahmed Gamal,Suez Canal Authority Stadium
2020140,Gehad Grisha,Gehaz El Reyada Stadium
2020141,Said Hamza,30 June Stadium
2020142,Amin Omar,El Salam Stadium
2020143,Mohamed Adel,El Ahly Stadium
2020144,Gehad Grisha,El Salam Stadium
2020145,Mohamed Youssef,Arab Contractors Stadium
2020146,Mohamed El Sabahi,
2020147,Mohamed Adel,Ismailia Stadium
2020148,Mohamed El Hanafy,Alexandria Stadium
2020149,Amin Omar,Khaled Bichara Stadium
2020150,Ahmed Hamdi,Mahalla Stadium
2020151,Ahmed El Adawi,Cairo International Stadium
2020152,Mohamed Adel,Petrosport Stadium
2020153,Mahmoud El Banna,Mahalla Stadium
2020154,Mahmoud Nagy,Petrosport Stadium
2020155,Mahmoud Ashour,Khaled Bichara Stadium
2020156,Mohamed Salama,
2020157,Mohamed Maarouf,Ismailia Stadium
2020158,Ibrahim Nour Eldin,Suez Canal Authority Stadium
2020159,Ahmed El Ghandour,Alexandria Stadium
2020160,Ibrahim Nour Eldin,Cairo International Stadium
2020161,Mahmoud Ashour,Egyptian Army Stadium
2020162,Ahmed El Ghandour,
2020163,Mahmoud Bassiouni,Arab Contractors Stadium
2020164,Abdelaziz El Sayed,Cairo International Stadium
2020165,Mahmoud Nagy,Borg El Arab Stadium
2020166,Amin Omar,Gehaz El Reyada Stadium
2020167,Mahmoud El Banna,El Salam Stadium
2020168,Ahmed Gamal,Petrosport Stadium
2020169,Gehad Grisha,Cairo International Stadium
2020170,Mohamed Maarouf,Mahalla Stadium
2020171,Mohamed Youssef,El Salam Stadium
2020172,Said Hamza,Suez Stadium
2020173,Mahmoud Ashour,Alexandria Stadium
2020174,Ahmed El Ghandour,Ismailia Stadium
2020175,Ibrahim Nour Eldin,Arab Contractors Stadium
2020176,Walid Abdelrazak,Mahalla Stadium
2020177,Tarek Magdi,El Salam Stadium
2020178,Mahmoud El Banna,Alexandria Stadium
2020179,Mohamed El Hanafy,Cairo International Stadium
2020180,Mohamed Maarouf,Arab Contractors Stadium
2020181,Mohamed Adel,Gehaz El Reyada Stadium
2020182,Gehad Grisha,
2020183,Abdelaziz El Sayed,Petrosport Stadium
2020184,Mahmoud Nagy,30 June Stadium
2020185,Mohamed El Sabahi,Khaled Bichara Stadium
2020186,Mohamed El Hanafy,Petrosport Stadium
2020187,Ahmed Hamdi,Borg El Arab Stadium
2020188,Amin Omar,El Ahly Stadium
2020189,Ahmed El Ghandour,Petrosport Stadium
2020190,Ahmed El Adawi,Ismailia Stadium
2020191,Mahmoud Bassiouni,Alexandria Stadium
2020192,Tarek Magdi,Cairo International Stadium
2020193,Abdelaziz El Sayed,Suez Canal Authority Stadium
2020194,Ahmed Gamal,Fayoum Stadium
2020195,Mohamed El Hanafy,Alexandria Stadium
2020196,Ahmed Gamal,El Salam Stadium
2020197,Ibrahim Nour Eldin,El Salam Stadium
2020198,Mahmoud El Banna,Arab Contractors Stadium
2020199,Walid Abdelrazak,Aswan Stadium
2020200,Said Hamza,Khaled Bichara Stadium
2020201,Mahmoud Ashour,Cairo International Stadium
2020202,Ibrahim Nour Eldin,Alexandria Stadium
2020203,Mahmoud Nagy,Borg El Arab Stadium
2020204,Mohamed Salama,Petrosport Stadium
2020205,Mahmoud Bassiouni,30 June Stadium
2020206,Amin Omar,El Ahly Stadium
2020207,Abdelaziz El Sayed,Ismailia Stadium
2020208,Mahmoud El Banna,Alexandria Stadium
2020209,Mohamed Maarouf,El Salam Stadium
2020210,Gehad Grisha,Alexandria Stadium
2020211,Ahmed El Ghandour,Petrosport Stadium
2020212,Mohamed Youssef,Cairo International Stadium
2020213,Mohamed El Sabahi,Suez Canal Authority Stadium
2020214,Ahmed El Adawi,Arab Contractors Stadium
2020215,Mohamed Maarouf,El Salam Stadium
2020216,Ibrahim Nour Eldin,Fayoum Stadium
2020217,Mahmoud Bassiouni,Alexandria Stadium
2020218,Mohamed Adel,Aswan Stadium
2020219,Mohamed El Hanafy,Gehaz El Reyada Stadium
2020220,Said Hamza,Petrosport Stadium
2020221,Ahmed El Adawi,Borg El Arab Stadium
2020222,Mahmoud Nagy,Khaled Bichara Stadium
2020223,Abdelaziz El Sayed,Cairo International Stadium
2020224,Gehad Grisha,30 June Stadium
2020225,Mahmoud El Banna,El Salam Stadium
2020226,Tarek Magdi,30 June Stadium
2020227,Mahmoud Ashour,Cairo International Stadium
2020228,Mohamed Youssef,Suez Canal Authority Stadium
2020229,Mohamed El Sabahi,Ismailia Stadium
2020230,Mohamed El Hanafy,Alexandria Stadium
2020231,Mahmoud Bassiouni,Cairo International Stadium
2020232,Ahmed Hamdi,El Salam Stadium
2020233,Mahmoud El Banna,Petrosport Stadium
2020234,Ibrahim Nour Eldin,Khaled Bichara Stadium
2020235,Ahmed El Adawi,Mahalla Stadium
2020236,Mahmoud El Banna,Petrosport Stadium
2020237,Abdelaziz El Sayed,
2020238,Mahmoud Nagy,Gehaz El Reyada Stadium
2020239,Amin Omar,Borg El Arab Stadium
2020240,Walid Abdelrazak,Petrosport Stadium
2020241,Said Hamza,Arab Contractors Stadium
2020242,Mohamed Adel,El Ahly Stadium
2020243,Gehad Grisha,Suez Stadium
2020244,Tarek Magdi,El Salam Stadium
2020245,Mohamed El Sabahi,El Shorta Stadium
2020246,Mohamed El Hanafy,Arab Contractors Stadium
2020247,Mohamed Maarouf,30 June Stadium
2020248,Ibrahim Nour Eldin,Alexandria Stadium
2020249,Mohamed Salama,El Salam Stadium
2020250,Ahmed El Ghandour,Ismailia Stadium
2020251,Ahmed El Ghandour,Alexandria Stadium
2020252,Mohamed El Sabahi,Khaled Bichara Stadium
2020253,Mahmoud Bassiouni,Aswan Stadium
2020254,Mahmoud Nagy,Gehaz El Reyada Stadium
2020255,Tarek Magdi,
2020256,Ahmed El Adawi,Petrosport Stadium
2020257,Mohamed Maarouf,Mahalla Stadium
2020258,Mohamed Salama,Fayoum Stadium
2020259,Mahmoud El Banna,Alexandria Stadium
2020260,Mohamed El Hanafy,Alexandria Stadium
2020261,Ibrahim Nour Eldin,Petrosport Stadium
2020262,Walid Abdelrazak,Arab Contractors Stadium
2020263,Abdelaziz El Sayed,30 June Stadium
2020264,Mohamed Adel,Borg El Arab Stadium
2020265,Amin Omar,El Salam Stadium
2020266,Said Hamza,Suez Stadium
2020267,Gehad Grisha,Ismailia Stadium
2020268,Mahmoud Ashour,El Ahly Stadium
2020269,Mohamed Youssef,El Salam Stadium
2020270,Mahmoud El Banna,Aswan Stadium
2020271,Tarek Magdi,Khaled Bichara Stadium
2020272,Ahmed El Ghandour,
2020273,Mohamed Maarouf,Alexandria Stadium
2020274,Ahmed Gamal,Petrosport Stadium
2020275,Ibrahim Nour Eldin,Gehaz El Reyada Stadium
2020276,Mohamed El Sabahi,Cairo International Stadium
2020277,Ahmed Hamdi,Mahalla Stadium
2020278,Amin Omar,Arab Contractors Stadium
2020279,Ahmed El Ghandour,30 June Stadium
2020280,Mahmoud Ashour,Ismailia Stadium
2020281,Walid Abdelrazak,Petrosport Stadium
2020282,Mohamed El Hanafy,Arab Contractors Stadium
2020283,Mohamed Adel,Cairo International Stadium
2020284,Ahmed El Adawi,El Salam Stadium
2020285,Mohamed Maarouf,Petrosport Stadium
2020286,Abdelaziz El Sayed,Borg El Arab Stadium
2020287,Said Hamza,Arab Contractors Stadium
2020288,Mohamed El Hanafy,Ismailia Stadium
2020289,Mahmoud Nagy,
2020290,Ahmed El Ghandour,El Salam Stadium
2020291,Tarek Magdi,Aswan Stadium
2020292,Mohamed Adel,Alexandria Stadium
2020293,Amin Omar,Khaled Bichara Stadium
2020294,Mohamed Maarouf,Cairo International Stadium
2020295,Mohamed Salama,Mahalla Stadium
2020296,Ahmed Hamdi,Arab Contractors Stadium
2020297,Hesham El Fallal,El Max
2020298,Sabry Ibrahim,Suez Canal Authority Stadium
2020299,Said Hamza,El Ahly Stadium
2020300,Mahmoud Ashour,El Shorta Stadium
2020301,,Alexandria Stadium
2020302,Wael Farhan,30 June Stadium
2020303,Nader Kamar,Arab Contractors Stadium
2020304,Mohamed Youssef,El Salam Stadium
2020305,Mohamed Sayed Bakr,Petrosport Stadium
