match_id,Referee,Stadium
2024076,Mohamed Maarouf,Alexandria Stadium
2024077,Mahmoud Wafa,Arab Contractors Stadium
2024078,,Cairo International Stadium
2024079,Sobhy El Amrawy,Cairo Military Academy Stadium
2024080,Mahmoud Nagy,Cairo International Stadium
2024081,Mahmoud Desouki,Gehaz El Reyada Stadium
2024082,Abdelaziz El Sayed,Alexandria Stadium
2024083,Mohamed El Sabahi,Mahalla Stadium
2024084,Mahmoud El Banna,Cairo International Stadium
2024085,Ahmed El Ghandour,Cairo International Stadium
2024086,Ibrahim Mahgoub,El Max
2024087,Mostafa El Shohdi,Suez Stadium
2024088,Ahmed Gamal,Cairo International Stadium
2024089,Walid Abdelrazak,Alexandria Stadium
2024090,Nader Kamar,Ismailia Stadium
2024091,Ahmed Hamdi,Khaled Bichara Stadium
2024092,Mahmoud Bassiouni,30 June Stadium
2024093,Ibrahim Mohamed,Petrosport Stadium
2024094,Mohamed El Ghazi,Cairo International Stadium
2024095,Mohamed Salama,Alexandria Stadium
2024096,Mostafa Osman,Cairo Military Academy Stadium
2024097,Mohamed El Hanafy,Arab Contractors Stadium
2024098,Tarek Magdi,Cairo International Stadium
2024099,Mohamed Maarouf,Mahalla Stadium
2024100,Sayed Shaaban,Arab Contractors Stadium
2024101,Abdelaziz El Sayed,Cairo International Stadium
2024102,Ibrahim Mohamed,Alexandria Stadium
2024103,Mahmoud Nasef,El Max
2024104,Amin Omar,Gehaz El Reyada Stadium
2024105,Tarek Magdi,Cairo International Stadium
2024106,Nader Kamar,Alexandria Stadium
2024107,Ahmed El Ghandour,Cairo International Stadium
2024108,Abdelaziz El Sayed,Alexandria Stadium
2024109,Tarek Magdi,Cairo Military Academy Stadium
2024110,Ahmed El Ghandour,Cairo International Stadium
2024111,Mahmoud Nagy,Cairo International Stadium
2024112,Mahmoud Bassiouni,Khaled Bichara Stadium
2024113,,Suez Stadium
2024114,Mahmoud Wafa,30 June Stadium
2024115,Sobhy El Amrawy,Cairo International Stadium
2024116,Mohamed El Ghazi,Petrosport Stadium
2024117,Nader Kamar,Cairo International Stadium
2024118,Ahmed Hamdi,Alexandria Stadium
2024119,Walid Abdelrazak,El Max
2024120,Amin Omar,Borg El Arab Stadium
2024121,Mahmoud El Banna,Arab Contractors Stadium
2024122,Mostafa El Shohdi,Alexandria Stadium
2024123,Mahmoud Bassiouni,Cairo International Stadium
2024124,Mohamed Abbas Kabil,Gehaz El Reyada Stadium
2024125,Mohamed El Kallawy,Borg El Arab Stadium
2024126,Mohamed Salama,Petrosport Stadium
2024127,Mahmoud Mansour,El Max
2024128,Sayed Mounir,Cairo Military Academy Stadium
2024129,Mohamed El Sabahi,Arab Contractors Stadium
2024130,Mahmoud Nagy,Suez Stadium
2024131,Wael Farhan,Khaled Bichara Stadium
2024132,Espen Eskås,Cairo International Stadium
2024133,Tarek Magdi,Cairo International Stadium
2024134,Mohamed Maarouf,30 June Stadium
2024135,Mohamed El Tabei,Cairo International Stadium
2024136,Mahmoud Nagy,Borg El Arab Stadium
2024137,Mohamed Maarouf,Ismailia Stadium
2024138,Mahmoud Desouki,Suez Stadium
2024139,Mahmoud Nasef,Gehaz El Reyada Stadium
2024140,Mohamed El Sabahi,Cairo International Stadium
2024141,Hosny Soltan,Mahalla Stadium
2024142,Mahmoud Bassiouni,Arab Contractors Stadium
2024143,Mohamed El Hanafy,Alexandria Stadium
2024144,Mohamed El Kallawy,Cairo International Stadium
2024145,Mostafa Osman,El Max
2024146,Khaled Gamal,Suez Stadium
2024147,Mahmoud El Banna,Petrosport Stadium
2024148,Ahmed El Ghandour,Cairo International Stadium
2024149,Ahmed Hamdi,Alexandria Stadium
2024150,Tarek Magdi,Cairo International Stadium
2024151,Ibrahim Mohamed,Cairo Military Academy Stadium
2024152,Amin Omar,30 June Stadium
