match_id,Referee,Stadium
2022184,Khaled Gamal,Arab Contractors Stadium
2022185,Sayed Shaaban,Aswan Stadium
2022186,Abdelaziz El Sayed,Cairo International Stadium
2022187,Mohamed El Kallawy,Cairo International Stadium
2022188,Mohamed Maarouf,Borg El Arab Stadium
2022189,Hesham El Kadi,Arab Contractors Stadium
2022190,Nader Kamar,Petrosport Stadium
2022191,Mohamed Salama,Borg El Arab Stadium
2022192,Ahmed Naser,Alexandria Stadium
2022193,Tarek Magdi,Mahalla Stadium
2022194,Mahmoud Nagy,Borg El Arab Stadium
2022195,Tarek Magdi,El Salam Stadium
2022196,Ibrahim Nour Eldin,30 June Stadium
2022197,Mahmoud El Banna,Cairo Military Academy Stadium
2022198,Mohamed Abbas Kabil,El Max
2022199,Abdelaziz El Sayed,Ismailia Stadium
2022200,Ibrahim Nour Eldin,El Shorta Stadium
2022201,Walid Abdelrazak,Aswan Stadium
2022202,Mahmoud El Banna,Cairo International Stadium
2022203,Ahmed Hamdi,Arab Contractors Stadium
2022204,Mabrouk Nabil,Alexandria Stadium
2022205,Amin Omar,Cairo International Stadium
2022206,Mohamed El Hanafy,Cairo International Stadium
2022207,Mahmoud Ashour,Borg El Arab Stadium
2022208,Mahmoud Bassiouni,Aswan Stadium
2022209,Nader Kamar,Alexandria Stadium
2022210,Mohamed Youssef,Petrosport Stadium
2022211,Wael Farhan,Cairo International Stadium
2022212,Mohamed El Kallawy,Alexandria Stadium
2022213,Ahmed El Ghandour,Gehaz El Reyada Stadium
2022214,Tarek Magdi,30 June Stadium
2022215,Mahmoud El Banna,El Salam Stadium
2022216,Mohamed El Ghazi,El Salam Stadium
2022217,Mohamed Adel,Mahalla Stadium
2022218,Ahmed El Ghandour,Cairo Military Academy Stadium
2022219,Mohamed El Kallawy,Ismailia Stadium
2022220,Ahmed Gamal,Arab Contractors Stadium
2022221,Tarek Magdi,Aswan Stadium
2022222,Nader Kamar,El Ahly Stadium
2022223,Mostafa El Shohdi,Alexandria Stadium
2022224,Abdelaziz El Sayed,Cairo International Stadium
2022225,Tarek Magdi,Borg El Arab Stadium
2022226,Mahmoud Bassiouni,Cairo International Stadium
2022227,Sobhy El Amrawy,Petrosport Stadium
2022228,Mahmoud Ashour,30 June Stadium
2022229,Walid Abdelrazak,Cairo International Stadium
2022230,Mahmoud Nagy,Gehaz El Reyada Stadium
2022231,Mohamed El Atbany,Borg El Arab Stadium
2022232,Nader Kamar,Borg El Arab Stadium
2022233,Mostafa Osman,Suez Canal Authority Stadium
2022234,Mohamed El Hanafy,Mahalla Stadium
2022235,Ahmed Gamal,El Salam Stadium
2022236,Ibrahim Nour Eldin,Borg El Arab Stadium
2022237,Mahmoud Ashour,El Max
2022238,Mohamed El Atbany,Arab Contractors Stadium
2022239,Hesham El Fallal,Cairo International Stadium
2022240,Mohamed Adel,Ismailia Stadium
2022241,Abdelaziz El Sayed,Alexandria Stadium
2022242,Mohamed Adel,Cairo International Stadium
2022243,Mahmoud Ashour,Suez Canal Authority Stadium
2022244,Mohamed El Hanafy,Borg El Arab Stadium
2022245,Mahmoud El Banna,Petrosport Stadium
2022246,Sayed Shaaban,El Max
2022247,Abdelaziz El Sayed,Borg El Arab Stadium
2022248,Mahmoud Nagy,Gehaz El Reyada Stadium
2022249,Ibrahim Nour Eldin,El Shorta Stadium
2022250,Mohamed Youssef,Cairo International Stadium
2022251,Mahmoud Nagy,30 June Stadium
2022252,Mahmoud Nagy,Ismailia Stadium
2022253,Hesham El Fallal,Mahalla Stadium
2022254,Mohamed El Kallawy,Arab Contractors Stadium
2022255,Mohamed El Ghazi,Alexandria Stadium
2022256,Mahmoud El Banna,Suez Stadium
2022257,Mohamed El Hanafy,El Salam Stadium
2022258,Hesham El Kadi,Alexandria Stadium
2022259,Mahmoud Bassiouni,Cairo International Stadium
2022260,Wael Farhan,El Salam Stadium
2022261,Ahmed El Ghandour,Cairo International Stadium
2022262,Mohamed Youssef,Arab Contractors Stadium
2022263,Wael Farhan,El Max
2022264,Mohamed El Kallawy,Petrosport Stadium
2022265,Mahmoud Nagy,Suez Canal Authority Stadium
2022266,Tarek Magdi,30 June Stadium
2022267,Hesham El Fallal,Gehaz El Reyada Stadium
2022268,Amin Omar,Cairo International Stadium
2022269,Mohamed Maarouf,Borg El Arab Stadium
2022270,Mohamed Youssef,El Salam Stadium
2022271,Mohamed El Hanafy,Alexandria Stadium
2022272,Mohamed El Sabahi,El Salam Stadium
2022273,Ahmed Gamal,Mahalla Stadium
2022274,Ahmed El Ghandour,Alexandria Stadium
2022275,Mahmoud El Banna,Ismailia Stadium
2022276,Mahmoud Bassiouni,Aswan Stadium
2022277,Mahmoud Nagy,Alexandria Stadium
2022278,Mahmoud El Banna,Cairo International Stadium
2022279,Ahmed El Ghandour,Cairo International Stadium
2022280,Mohamed Maarouf,
2022281,Mohamed El Kallawy,30 June Stadium
2022282,Amin Omar,Ismailia Stadium
2022283,Mohamed El Hanafy,Cairo International Stadium
2022284,Mohamed Abbas Kabil,Petrosport Stadium
2022285,Abdelaziz El Sayed,Arab Contractors Stadium
2022286,Ibrahim Nour Eldin,Gehaz El Reyada Stadium
2022287,Sayed Mounir,El Max
2022288,Mohamed El Sabahi,Cairo International Stadium
2022289,Mohamed El Atbany,Alexandria Stadium
2022290,Amin Omar,Mahalla Stadium
2022291,Mahmoud El Banna,El Shorta Stadium
2022292,Mahmoud Nagy,Gehaz El Reyada Stadium
2022293,Mahmoud Ashour,Suez Canal Authority Stadium
2022294,Mohamed El Ghazi,Borg El Arab Stadium
2022295,Ibrahim Mahgoub,Alexandria Stadium
2022296,Mohamed El Hanafy,Cairo International Stadium
2022297,Mohamed Maarouf,Aswan Stadium
2022298,Mahmoud Ashour,Borg El Arab Stadium
2022299,Mohamed Salama,Cairo International Stadium
2022300,Nader Kamar,30 June Stadium
2022301,Shahenda El Maghrabi,Petrosport Stadium
2022302,Atef Hussein,
2022303,Mahmoud Desouki,Ismailia Stadium
2022304,Mostafa Osman,Arab Contractors Stadium
2022305,Mostafa El Shohdi,Cairo International Stadium
