match_id,Season,match_date,match_month_name,gameweek,home_team,away_team,home_goals,away_goals,goal_diff,total_goals,match_status,is_derby,is_season_complete
2015000,2015-2016,10/20/2015,October,1,El Dakhlia,El Mokawloon,2,0,2,2,HomeWin,FALSE,TRUE
2015001,2015-2016,10/20/2015,October,1,Enppi SC,Harras Hodoud,2,2,0,4,Tie,FALSE,TRUE
2015002,2015-2016,10/21/2015,October,1,Ittihad Alex,Aswan SC,1,0,1,1,HomeWin,FALSE,TRUE
2015003,2015-2016,10/21/2015,October,1,Ismaily,Entag El Harby,2,0,2,2,HomeWin,FALSE,TRUE
2015004,2015-2016,10/21/2015,October,1,Zamalek,Wadi Degla,2,0,2,2,HomeWin,FALSE,TRUE
2015005,2015-2016,10/22/2015,October,1,El Mahalla,Smouha,0,1,-1,1,AwayWin,FALSE,TRUE
2015006,2015-2016,10/22/2015,October,1,El Makasa,El Shorta,1,1,0,2,Tie,FALSE,TRUE
2015007,2015-2016,10/22/2015,October,1,Petrojet,El Masry,1,3,-2,4,AwayWin,FALSE,TRUE
2015008,2015-2016,10/22/2015,October,1,Talaea El Gaish,Ahly SC,0,1,-1,1,AwayWin,FALSE,TRUE
2015009,2015-2016,10/24/2015,October,2,Harras Hodoud,El Dakhlia,0,1,-1,1,AwayWin,FALSE,TRUE
2015010,2015-2016,10/24/2015,October,2,Entag El Harby,Ittihad Alex,0,1,-1,1,AwayWin,FALSE,TRUE
2015011,2015-2016,10/24/2015,October,2,El Mokawloon,Ismaily,0,0,0,0,Tie,FALSE,TRUE
2015012,2015-2016,10/25/2015,October,2,Smouha,Petrojet,0,3,-3,3,AwayWin,FALSE,TRUE
2015013,2015-2016,10/25/2015,October,2,Aswan SC,Zamalek,0,0,0,0,Tie,FALSE,TRUE
2015014,2015-2016,10/25/2015,October,2,El Masry,El Makasa,1,1,0,2,Tie,FALSE,TRUE
2015015,2015-2016,10/25/2015,October,2,Ahly SC,El Mahalla,2,0,2,2,HomeWin,FALSE,TRUE
2015016,2015-2016,10/26/2015,October,2,El Shorta,Enppi SC,0,0,0,0,Tie,FALSE,TRUE
2015017,2015-2016,10/26/2015,October,2,Wadi Degla,Talaea El Gaish,3,3,0,6,Tie,FALSE,TRUE
2015018,2015-2016,10/31/2015,October,3,El Mahalla,Wadi Degla,0,2,-2,2,AwayWin,FALSE,TRUE
2015019,2015-2016,10/31/2015,October,3,Enppi SC,El Masry,2,1,1,3,HomeWin,FALSE,TRUE
2015020,2015-2016,10/31/2015,October,3,El Makasa,Smouha,2,0,2,2,HomeWin,FALSE,TRUE
2015021,2015-2016,10/31/2015,October,3,Ittihad Alex,El Mokawloon,1,1,0,2,Tie,FALSE,TRUE
2015022,2015-2016,10/31/2015,October,3,Zamalek,Entag El Harby,2,1,1,3,HomeWin,FALSE,TRUE
2015023,2015-2016,11/1/2015,November,3,Talaea El Gaish,Aswan SC,1,1,0,2,Tie,FALSE,TRUE
2015024,2015-2016,11/1/2015,November,3,El Shorta,Harras Hodoud,1,1,0,2,Tie,FALSE,TRUE
2015025,2015-2016,11/1/2015,November,3,Petrojet,Ahly SC,0,1,-1,1,AwayWin,FALSE,TRUE
2015026,2015-2016,11/1/2015,November,3,Ismaily,El Dakhlia,0,1,-1,1,AwayWin,FALSE,TRUE
2015027,2015-2016,11/4/2015,November,4,El Mokawloon,Zamalek,1,2,-1,3,AwayWin,FALSE,TRUE
2015028,2015-2016,11/5/2015,November,4,Smouha,Enppi SC,1,1,0,2,Tie,FALSE,TRUE
2015029,2015-2016,11/5/2015,November,4,Ahly SC,El Makasa,0,1,-1,1,AwayWin,FALSE,TRUE
2015030,2015-2016,11/7/2015,November,4,El Dakhlia,Ittihad Alex,2,0,2,2,HomeWin,FALSE,TRUE
2015031,2015-2016,11/7/2015,November,4,El Masry,El Shorta,1,0,1,1,HomeWin,FALSE,TRUE
2015032,2015-2016,11/7/2015,November,4,Harras Hodoud,Ismaily,0,4,-4,4,AwayWin,FALSE,TRUE
2015033,2015-2016,11/7/2015,November,4,Wadi Degla,Petrojet,3,0,3,3,HomeWin,FALSE,TRUE
2015034,2015-2016,11/8/2015,November,4,Aswan SC,El Mahalla,0,0,0,0,Tie,FALSE,TRUE
2015035,2015-2016,11/8/2015,November,4,Entag El Harby,Talaea El Gaish,2,1,1,3,HomeWin,FALSE,TRUE
2015036,2015-2016,11/12/2015,November,5,El Makasa,Wadi Degla,1,1,0,2,Tie,FALSE,TRUE
2015037,2015-2016,11/12/2015,November,5,Ittihad Alex,Ismaily,0,5,-5,5,AwayWin,FALSE,TRUE
2015038,2015-2016,11/12/2015,November,5,Talaea El Gaish,El Mokawloon,2,1,1,3,HomeWin,FALSE,TRUE
2015039,2015-2016,11/15/2015,November,5,Petrojet,Aswan SC,1,1,0,2,Tie,FALSE,TRUE
2015040,2015-2016,11/15/2015,November,5,El Mahalla,Entag El Harby,0,1,-1,1,AwayWin,FALSE,TRUE
2015041,2015-2016,11/15/2015,November,5,El Masry,Harras Hodoud,3,2,1,5,HomeWin,FALSE,TRUE
2015042,2015-2016,11/19/2015,November,5,El Shorta,Smouha,0,2,-2,2,AwayWin,FALSE,TRUE
2015043,2015-2016,1/5/2016,January,5,Zamalek,El Dakhlia,2,0,2,2,HomeWin,FALSE,TRUE
2015044,2015-2016,2/3/2016,February,5,Enppi SC,Ahly SC,0,2,-2,2,AwayWin,FALSE,TRUE
2015045,2015-2016,11/26/2015,November,6,El Mokawloon,El Mahalla,0,0,0,0,Tie,FALSE,TRUE
2015046,2015-2016,11/26/2015,November,6,Harras Hodoud,Ittihad Alex,0,1,-1,1,AwayWin,FALSE,TRUE
2015047,2015-2016,11/26/2015,November,6,El Dakhlia,Talaea El Gaish,0,0,0,0,Tie,FALSE,TRUE
2015048,2015-2016,11/28/2015,November,6,Aswan SC,El Makasa,2,3,-1,5,AwayWin,FALSE,TRUE
2015049,2015-2016,11/28/2015,November,6,Smouha,El Masry,1,1,0,2,Tie,FALSE,TRUE
2015050,2015-2016,11/28/2015,November,6,Entag El Harby,Petrojet,0,0,0,0,Tie,FALSE,TRUE
2015051,2015-2016,1/7/2016,January,6,Ahly SC,El Shorta,7,3,4,10,HomeWin,FALSE,TRUE
2015052,2015-2016,2/3/2016,February,6,Ismaily,Zamalek,1,0,1,1,HomeWin,FALSE,TRUE
2015053,2015-2016,2/21/2016,February,6,Wadi Degla,Enppi SC,2,3,-1,5,AwayWin,FALSE,TRUE
2015054,2015-2016,12/6/2015,December,7,El Mahalla,El Dakhlia,1,1,0,2,Tie,FALSE,TRUE
2015055,2015-2016,12/6/2015,December,7,Petrojet,El Mokawloon,0,2,-2,2,AwayWin,FALSE,TRUE
2015056,2015-2016,12/7/2015,December,7,El Makasa,Entag El Harby,2,1,1,3,HomeWin,FALSE,TRUE
2015057,2015-2016,12/7/2015,December,7,Enppi SC,Aswan SC,3,2,1,5,HomeWin,FALSE,TRUE
2015058,2015-2016,12/10/2015,December,7,Smouha,Harras Hodoud,2,2,0,4,Tie,FALSE,TRUE
2015059,2015-2016,2/2/2016,February,7,El Shorta,Wadi Degla,0,0,0,0,Tie,FALSE,TRUE
2015060,2015-2016,2/21/2016,February,7,Talaea El Gaish,Ismaily,1,2,-1,3,AwayWin,FALSE,TRUE
2015061,2015-2016,2/22/2016,February,7,Zamalek,Ittihad Alex,2,1,1,3,HomeWin,FALSE,TRUE
2015062,2015-2016,2/23/2016,February,7,El Masry,Ahly SC,2,2,0,4,Tie,FALSE,TRUE
2015063,2015-2016,12/14/2015,December,8,El Mokawloon,El Makasa,1,4,-3,5,AwayWin,FALSE,TRUE
2015064,2015-2016,12/14/2015,December,8,Ittihad Alex,Talaea El Gaish,1,0,1,1,HomeWin,FALSE,TRUE
2015065,2015-2016,12/14/2015,December,8,Entag El Harby,Enppi SC,0,0,0,0,Tie,FALSE,TRUE
2015066,2015-2016,12/15/2015,December,8,Aswan SC,El Shorta,2,1,1,3,HomeWin,FALSE,TRUE
2015067,2015-2016,12/15/2015,December,8,Ismaily,El Mahalla,3,1,2,4,HomeWin,FALSE,TRUE
2015068,2015-2016,12/15/2015,December,8,El Dakhlia,Petrojet,1,0,1,1,HomeWin,FALSE,TRUE
2015069,2015-2016,12/17/2015,December,8,Harras Hodoud,Zamalek,0,2,-2,2,AwayWin,FALSE,TRUE
2015070,2015-2016,12/17/2015,December,8,Wadi Degla,El Masry,0,2,-2,2,AwayWin,FALSE,TRUE
2015071,2015-2016,12/17/2015,December,8,Ahly SC,Smouha,0,3,-3,3,AwayWin,FALSE,TRUE
2015072,2015-2016,12/19/2015,December,9,El Shorta,Entag El Harby,0,0,0,0,Tie,FALSE,TRUE
2015073,2015-2016,12/19/2015,December,9,Enppi SC,El Mokawloon,3,1,2,4,HomeWin,FALSE,TRUE
2015074,2015-2016,12/20/2015,December,9,El Mahalla,Ittihad Alex,0,1,-1,1,AwayWin,FALSE,TRUE
2015075,2015-2016,12/20/2015,December,9,El Makasa,El Dakhlia,0,1,-1,1,AwayWin,FALSE,TRUE
2015076,2015-2016,12/20/2015,December,9,Petrojet,Ismaily,1,0,1,1,HomeWin,FALSE,TRUE
2015077,2015-2016,12/20/2015,December,9,Talaea El Gaish,Zamalek,3,2,1,5,HomeWin,FALSE,TRUE
2015078,2015-2016,12/21/2015,December,9,El Masry,Aswan SC,3,2,1,5,HomeWin,FALSE,TRUE
2015079,2015-2016,12/21/2015,December,9,Smouha,Wadi Degla,2,0,2,2,HomeWin,FALSE,TRUE
2015080,2015-2016,12/22/2015,December,9,Ahly SC,Harras Hodoud,3,0,3,3,HomeWin,FALSE,TRUE
2015081,2015-2016,12/23/2015,December,10,Ismaily,El Makasa,1,4,-3,5,AwayWin,FALSE,TRUE
2015082,2015-2016,12/23/2015,December,10,Ittihad Alex,Petrojet,0,2,-2,2,AwayWin,FALSE,TRUE
2015083,2015-2016,12/23/2015,December,10,Zamalek,El Mahalla,5,0,5,5,HomeWin,FALSE,TRUE
2015084,2015-2016,12/25/2015,December,10,Aswan SC,Smouha,0,0,0,0,Tie,FALSE,TRUE
2015085,2015-2016,12/25/2015,December,10,Entag El Harby,El Masry,0,0,0,0,Tie,FALSE,TRUE
2015086,2015-2016,12/25/2015,December,10,El Dakhlia,Enppi SC,4,4,0,8,Tie,FALSE,TRUE
2015087,2015-2016,12/26/2015,December,10,El Mokawloon,El Shorta,0,0,0,0,Tie,FALSE,TRUE
2015088,2015-2016,12/26/2015,December,10,Harras Hodoud,Talaea El Gaish,0,1,-1,1,AwayWin,FALSE,TRUE
2015089,2015-2016,12/26/2015,December,10,Wadi Degla,Ahly SC,0,0,0,0,Tie,FALSE,TRUE
2015090,2015-2016,12/28/2015,December,11,El Makasa,Ittihad Alex,1,1,0,2,Tie,FALSE,TRUE
2015091,2015-2016,12/28/2015,December,11,Petrojet,Zamalek,1,1,0,2,Tie,FALSE,TRUE
2015092,2015-2016,12/29/2015,December,11,Ahly SC,Aswan SC,3,1,2,4,HomeWin,FALSE,TRUE
2015093,2015-2016,12/30/2015,December,11,El Shorta,El Dakhlia,1,1,0,2,Tie,FALSE,TRUE
2015094,2015-2016,12/30/2015,December,11,El Mahalla,Talaea El Gaish,1,1,0,2,Tie,FALSE,TRUE
2015095,2015-2016,12/30/2015,December,11,Smouha,Entag El Harby,1,1,0,2,Tie,FALSE,TRUE
2015096,2015-2016,12/30/2015,December,11,El Masry,El Mokawloon,3,2,1,5,HomeWin,FALSE,TRUE
2015097,2015-2016,12/30/2015,December,11,Wadi Degla,Harras Hodoud,0,0,0,0,Tie,FALSE,TRUE
2015098,2015-2016,12/30/2015,December,11,Enppi SC,Ismaily,1,2,-1,3,AwayWin,FALSE,TRUE
2015099,2015-2016,1/2/2016,January,12,El Dakhlia,El Masry,1,1,0,2,Tie,FALSE,TRUE
2015100,2015-2016,1/2/2016,January,12,Zamalek,El Makasa,2,2,0,4,Tie,FALSE,TRUE
2015101,2015-2016,1/3/2016,January,12,Harras Hodoud,El Mahalla,2,2,0,4,Tie,FALSE,TRUE
2015102,2015-2016,1/3/2016,January,12,Aswan SC,Wadi Degla,2,1,1,3,HomeWin,FALSE,TRUE
2015103,2015-2016,1/3/2016,January,12,Ismaily,El Shorta,2,2,0,4,Tie,FALSE,TRUE
2015104,2015-2016,1/3/2016,January,12,Entag El Harby,Ahly SC,0,1,-1,1,AwayWin,FALSE,TRUE
2015105,2015-2016,1/4/2016,January,12,Ittihad Alex,Enppi SC,1,0,1,1,HomeWin,FALSE,TRUE
2015106,2015-2016,1/4/2016,January,12,Talaea El Gaish,Petrojet,0,0,0,0,Tie,FALSE,TRUE
2015107,2015-2016,1/4/2016,January,12,El Mokawloon,Smouha,1,1,0,2,Tie,FALSE,TRUE
2015108,2015-2016,1/9/2016,January,13,Petrojet,El Mahalla,2,0,2,2,HomeWin,FALSE,TRUE
2015109,2015-2016,1/9/2016,January,13,Aswan SC,Harras Hodoud,1,0,1,1,HomeWin,FALSE,TRUE
2015110,2015-2016,1/9/2016,January,13,El Makasa,Talaea El Gaish,1,1,0,2,Tie,FALSE,TRUE
2015111,2015-2016,1/9/2016,January,13,Enppi SC,Zamalek,0,1,-1,1,AwayWin,FALSE,TRUE
2015112,2015-2016,1/10/2016,January,13,El Masry,Ismaily,1,0,1,1,HomeWin,FALSE,TRUE
2015113,2015-2016,1/10/2016,January,13,Ahly SC,El Mokawloon,3,1,2,4,HomeWin,FALSE,TRUE
2015114,2015-2016,1/11/2016,January,13,El Shorta,Ittihad Alex,1,1,0,2,Tie,FALSE,TRUE
2015115,2015-2016,1/11/2016,January,13,Smouha,El Dakhlia,1,1,0,2,Tie,FALSE,TRUE
2015116,2015-2016,1/11/2016,January,13,Wadi Degla,Entag El Harby,1,3,-2,4,AwayWin,FALSE,TRUE
2015117,2015-2016,1/13/2016,January,14,El Mahalla,El Makasa,0,1,-1,1,AwayWin,FALSE,TRUE
2015118,2015-2016,1/13/2016,January,14,Harras Hodoud,Petrojet,0,2,-2,2,AwayWin,FALSE,TRUE
2015119,2015-2016,1/13/2016,January,14,Talaea El Gaish,Enppi SC,1,3,-2,4,AwayWin,FALSE,TRUE
2015120,2015-2016,1/14/2016,January,14,Ismaily,Smouha,2,2,0,4,Tie,FALSE,TRUE
2015121,2015-2016,1/14/2016,January,14,El Dakhlia,Ahly SC,1,1,0,2,Tie,FALSE,TRUE
2015122,2015-2016,1/15/2016,January,14,Entag El Harby,Aswan SC,2,0,2,2,HomeWin,FALSE,TRUE
2015123,2015-2016,1/15/2016,January,14,Ittihad Alex,El Masry,1,1,0,2,Tie,FALSE,TRUE
2015124,2015-2016,1/15/2016,January,14,El Mokawloon,Wadi Degla,0,0,0,0,Tie,FALSE,TRUE
2015125,2015-2016,1/16/2016,January,14,Zamalek,El Shorta,1,0,1,1,HomeWin,FALSE,TRUE
2015126,2015-2016,1/18/2016,January,15,El Makasa,Petrojet,0,1,-1,1,AwayWin,FALSE,TRUE
2015127,2015-2016,1/18/2016,January,15,Enppi SC,El Mahalla,3,0,3,3,HomeWin,FALSE,TRUE
2015128,2015-2016,1/19/2016,January,15,Wadi Degla,El Dakhlia,1,0,1,1,HomeWin,FALSE,TRUE
2015129,2015-2016,1/19/2016,January,15,Smouha,Ittihad Alex,2,0,2,2,HomeWin,FALSE,TRUE
2015130,2015-2016,1/19/2016,January,15,Entag El Harby,Harras Hodoud,3,0,3,3,HomeWin,FALSE,TRUE
2015131,2015-2016,1/20/2016,January,15,Aswan SC,El Mokawloon,2,1,1,3,HomeWin,FALSE,TRUE
2015132,2015-2016,1/20/2016,January,15,El Shorta,Talaea El Gaish,1,4,-3,5,AwayWin,FALSE,TRUE
2015133,2015-2016,1/20/2016,January,15,Ahly SC,Ismaily,1,0,1,1,HomeWin,FALSE,TRUE
2015134,2015-2016,1/20/2016,January,15,El Masry,Zamalek,0,1,-1,1,AwayWin,FALSE,TRUE
2015135,2015-2016,1/22/2016,January,16,Petrojet,Enppi SC,0,0,0,0,Tie,FALSE,TRUE
2015136,2015-2016,1/23/2016,January,16,Ittihad Alex,Ahly SC,0,1,-1,1,AwayWin,FALSE,TRUE
2015137,2015-2016,1/24/2016,January,16,El Mahalla,El Shorta,0,0,0,0,Tie,FALSE,TRUE
2015138,2015-2016,1/24/2016,January,16,Ismaily,Wadi Degla,0,1,-1,1,AwayWin,FALSE,TRUE
2015139,2015-2016,1/24/2016,January,16,El Makasa,Harras Hodoud,1,0,1,1,HomeWin,FALSE,TRUE
2015140,2015-2016,1/24/2016,January,16,Zamalek,Smouha,1,1,0,2,Tie,FALSE,TRUE
2015141,2015-2016,1/31/2016,January,16,El Dakhlia,Aswan SC,1,1,0,2,Tie,FALSE,TRUE
2015142,2015-2016,1/31/2016,January,16,Talaea El Gaish,El Masry,3,3,0,6,Tie,FALSE,TRUE
2015143,2015-2016,1/31/2016,January,16,El Mokawloon,Entag El Harby,0,0,0,0,Tie,FALSE,TRUE
2015144,2015-2016,2/6/2016,February,17,Harras Hodoud,El Mokawloon,0,1,-1,1,AwayWin,FALSE,TRUE
2015145,2015-2016,2/6/2016,February,17,El Masry,El Mahalla,1,0,1,1,HomeWin,FALSE,TRUE
2015146,2015-2016,2/6/2016,February,17,Wadi Degla,Ittihad Alex,3,1,2,4,HomeWin,FALSE,TRUE
2015147,2015-2016,2/6/2016,February,17,Entag El Harby,El Dakhlia,2,2,0,4,Tie,FALSE,TRUE
2015148,2015-2016,2/7/2016,February,17,El Shorta,Petrojet,0,1,-1,1,AwayWin,FALSE,TRUE
2015149,2015-2016,2/7/2016,February,17,Aswan SC,Ismaily,1,1,0,2,Tie,FALSE,TRUE
2015150,2015-2016,2/7/2016,February,17,Smouha,Talaea El Gaish,2,2,0,4,Tie,FALSE,TRUE
2015151,2015-2016,2/7/2016,February,17,Enppi SC,El Makasa,1,1,0,2,Tie,FALSE,TRUE
2015152,2015-2016,2/9/2016,February,17,Ahly SC,Zamalek,2,0,2,2,HomeWin,TRUE,TRUE
2015153,2015-2016,2/11/2016,February,18,Aswan SC,Ittihad Alex,1,0,1,1,HomeWin,FALSE,TRUE
2015154,2015-2016,2/11/2016,February,18,Harras Hodoud,Enppi SC,0,1,-1,1,AwayWin,FALSE,TRUE
2015155,2015-2016,2/11/2016,February,18,Entag El Harby,Ismaily,3,0,3,3,HomeWin,FALSE,TRUE
2015156,2015-2016,2/11/2016,February,18,El Mokawloon,El Dakhlia,3,1,2,4,HomeWin,FALSE,TRUE
2015157,2015-2016,2/13/2016,February,18,Smouha,El Mahalla,4,2,2,6,HomeWin,FALSE,TRUE
2015158,2015-2016,2/13/2016,February,18,Talaea El Gaish,Ahly SC,0,0,0,0,Tie,FALSE,TRUE
2015159,2015-2016,2/13/2016,February,18,El Masry,Petrojet,0,0,0,0,Tie,FALSE,TRUE
2015160,2015-2016,2/14/2016,February,18,Wadi Degla,Zamalek,1,1,0,2,Tie,FALSE,TRUE
2015161,2015-2016,2/21/2016,February,18,El Shorta,El Makasa,0,0,0,0,Tie,FALSE,TRUE
2015162,2015-2016,2/16/2016,February,19,Ittihad Alex,Entag El Harby,1,2,-1,3,AwayWin,FALSE,TRUE
2015163,2015-2016,2/16/2016,February,19,Ismaily,El Mokawloon,1,0,1,1,HomeWin,FALSE,TRUE
2015164,2015-2016,2/16/2016,February,19,El Dakhlia,Harras Hodoud,2,0,2,2,HomeWin,FALSE,TRUE
2015165,2015-2016,2/17/2016,February,19,Petrojet,Smouha,3,1,2,4,HomeWin,FALSE,TRUE
2015166,2015-2016,2/17/2016,February,19,Enppi SC,El Shorta,1,3,-2,4,AwayWin,FALSE,TRUE
2015167,2015-2016,2/17/2016,February,19,Talaea El Gaish,Wadi Degla,0,2,-2,2,AwayWin,FALSE,TRUE
2015168,2015-2016,2/18/2016,February,19,El Makasa,El Masry,2,2,0,4,Tie,FALSE,TRUE
2015169,2015-2016,2/18/2016,February,19,El Mahalla,Ahly SC,1,1,0,2,Tie,FALSE,TRUE
2015170,2015-2016,2/18/2016,February,19,Zamalek,Aswan SC,1,0,1,1,HomeWin,FALSE,TRUE
2015171,2015-2016,2/29/2016,February,20,Harras Hodoud,El Shorta,0,0,0,0,Tie,FALSE,TRUE
2015172,2015-2016,3/1/2016,March,20,El Mokawloon,Ittihad Alex,3,1,2,4,HomeWin,FALSE,TRUE
2015173,2015-2016,3/1/2016,March,20,Aswan SC,Talaea El Gaish,0,1,-1,1,AwayWin,FALSE,TRUE
2015174,2015-2016,3/1/2016,March,20,Wadi Degla,El Mahalla,1,1,0,2,Tie,FALSE,TRUE
2015175,2015-2016,3/1/2016,March,20,El Masry,Enppi SC,4,0,4,4,HomeWin,FALSE,TRUE
2015176,2015-2016,3/1/2016,March,20,Smouha,El Makasa,4,3,1,7,HomeWin,FALSE,TRUE
2015177,2015-2016,3/1/2016,March,20,El Dakhlia,Ismaily,0,1,-1,1,AwayWin,FALSE,TRUE
2015178,2015-2016,3/2/2016,March,20,Ahly SC,Petrojet,2,0,2,2,HomeWin,FALSE,TRUE
2015179,2015-2016,3/3/2016,March,20,Entag El Harby,Zamalek,3,1,2,4,HomeWin,FALSE,TRUE
2015180,2015-2016,3/5/2016,March,21,Ahly SC,El Makasa,2,1,1,3,HomeWin,FALSE,TRUE
2015181,2015-2016,3/6/2016,March,21,Zamalek,El Mokawloon,2,0,2,2,HomeWin,FALSE,TRUE
2015182,2015-2016,3/7/2016,March,21,Ittihad Alex,El Dakhlia,1,2,-1,3,AwayWin,FALSE,TRUE
2015183,2015-2016,3/7/2016,March,21,Petrojet,Wadi Degla,0,1,-1,1,AwayWin,FALSE,TRUE
2015184,2015-2016,3/7/2016,March,21,El Shorta,El Masry,0,1,-1,1,AwayWin,FALSE,TRUE
2015185,2015-2016,3/7/2016,March,21,Enppi SC,Smouha,0,1,-1,1,AwayWin,FALSE,TRUE
2015186,2015-2016,3/8/2016,March,21,El Mahalla,Aswan SC,0,1,-1,1,AwayWin,FALSE,TRUE
2015187,2015-2016,3/8/2016,March,21,Ismaily,Harras Hodoud,1,0,1,1,HomeWin,FALSE,TRUE
2015188,2015-2016,3/8/2016,March,21,Talaea El Gaish,Entag El Harby,0,0,0,0,Tie,FALSE,TRUE
2015189,2015-2016,3/14/2016,March,22,Smouha,El Shorta,1,1,0,2,Tie,FALSE,TRUE
2015190,2015-2016,3/14/2016,March,22,Harras Hodoud,El Masry,3,1,2,4,HomeWin,FALSE,TRUE
2015191,2015-2016,3/14/2016,March,22,Entag El Harby,El Mahalla,1,0,1,1,HomeWin,FALSE,TRUE
2015192,2015-2016,3/15/2016,March,22,Aswan SC,Petrojet,2,1,1,3,HomeWin,FALSE,TRUE
2015193,2015-2016,3/15/2016,March,22,Ismaily,Ittihad Alex,0,1,-1,1,AwayWin,FALSE,TRUE
2015194,2015-2016,3/15/2016,March,22,El Mokawloon,Talaea El Gaish,0,0,0,0,Tie,FALSE,TRUE
2015195,2015-2016,4/14/2016,April,22,El Dakhlia,Zamalek,0,0,0,0,Tie,FALSE,TRUE
2015196,2015-2016,4/15/2016,April,22,Wadi Degla,El Makasa,1,0,1,1,HomeWin,FALSE,TRUE
2015197,2015-2016,4/15/2016,April,22,Ahly SC,Enppi SC,2,0,2,2,HomeWin,FALSE,TRUE
2015198,2015-2016,4/2/2016,April,23,El Mahalla,El Mokawloon,0,1,-1,1,AwayWin,FALSE,TRUE
2015199,2015-2016,4/2/2016,April,23,Talaea El Gaish,El Dakhlia,2,0,2,2,HomeWin,FALSE,TRUE
2015200,2015-2016,4/2/2016,April,23,Petrojet,Entag El Harby,3,1,2,4,HomeWin,FALSE,TRUE
2015201,2015-2016,4/2/2016,April,23,Enppi SC,Wadi Degla,0,2,-2,2,AwayWin,FALSE,TRUE
2015202,2015-2016,4/3/2016,April,23,El Makasa,Aswan SC,3,1,2,4,HomeWin,FALSE,TRUE
2015203,2015-2016,4/3/2016,April,23,El Masry,Smouha,0,1,-1,1,AwayWin,FALSE,TRUE
2015204,2015-2016,4/3/2016,April,23,El Shorta,Ahly SC,3,5,-2,8,AwayWin,FALSE,TRUE
2015205,2015-2016,4/4/2016,April,23,Ittihad Alex,Harras Hodoud,2,0,2,2,HomeWin,FALSE,TRUE
2015206,2015-2016,4/4/2016,April,23,Zamalek,Ismaily,0,1,-1,1,AwayWin,FALSE,TRUE
2015207,2015-2016,4/6/2016,April,24,El Dakhlia,El Mahalla,1,0,1,1,HomeWin,FALSE,TRUE
2015208,2015-2016,4/7/2016,April,24,El Mokawloon,Petrojet,2,2,0,4,Tie,FALSE,TRUE
2015209,2015-2016,4/7/2016,April,24,Wadi Degla,El Shorta,2,1,1,3,HomeWin,FALSE,TRUE
2015210,2015-2016,4/9/2016,April,24,Ismaily,Talaea El Gaish,2,0,2,2,HomeWin,FALSE,TRUE
2015211,2015-2016,4/9/2016,April,24,Harras Hodoud,Smouha,0,1,-1,1,AwayWin,FALSE,TRUE
2015212,2015-2016,5/16/2016,May,24,Ittihad Alex,Zamalek,0,1,-1,1,AwayWin,FALSE,TRUE
2015213,2015-2016,5/20/2016,May,24,Aswan SC,Enppi SC,1,1,0,2,Tie,FALSE,TRUE
2015214,2015-2016,6/1/2016,June,24,Entag El Harby,El Makasa,2,1,1,3,HomeWin,FALSE,TRUE
2015215,2015-2016,6/13/2016,June,24,Ahly SC,El Masry,2,3,-1,5,AwayWin,FALSE,TRUE
2015216,2015-2016,4/21/2016,April,25,El Mahalla,Ismaily,2,2,0,4,Tie,FALSE,TRUE
2015217,2015-2016,4/22/2016,April,25,Petrojet,El Dakhlia,0,0,0,0,Tie,FALSE,TRUE
2015218,2015-2016,4/22/2016,April,25,El Shorta,Aswan SC,2,2,0,4,Tie,FALSE,TRUE
2015219,2015-2016,4/23/2016,April,25,El Masry,Wadi Degla,0,0,0,0,Tie,FALSE,TRUE
2015220,2015-2016,4/23/2016,April,25,Talaea El Gaish,Ittihad Alex,0,1,-1,1,AwayWin,FALSE,TRUE
2015221,2015-2016,4/24/2016,April,25,El Makasa,El Mokawloon,0,1,-1,1,AwayWin,FALSE,TRUE
2015222,2015-2016,4/24/2016,April,25,Enppi SC,Entag El Harby,0,0,0,0,Tie,FALSE,TRUE
2015223,2015-2016,4/26/2016,April,25,Smouha,Ahly SC,1,3,-2,4,AwayWin,FALSE,TRUE
2015224,2015-2016,4/26/2016,April,25,Zamalek,Harras Hodoud,1,0,1,1,HomeWin,FALSE,TRUE
2015225,2015-2016,5/1/2016,May,26,El Dakhlia,El Makasa,1,3,-2,4,AwayWin,FALSE,TRUE
2015226,2015-2016,5/1/2016,May,26,Aswan SC,El Masry,1,1,0,2,Tie,FALSE,TRUE
2015227,2015-2016,5/1/2016,May,26,El Mokawloon,Enppi SC,0,3,-3,3,AwayWin,FALSE,TRUE
2015228,2015-2016,5/3/2016,May,26,Ittihad Alex,El Mahalla,1,1,0,2,Tie,FALSE,TRUE
2015229,2015-2016,5/3/2016,May,26,Zamalek,Talaea El Gaish,2,1,1,3,HomeWin,FALSE,TRUE
2015230,2015-2016,5/4/2016,May,26,Wadi Degla,Smouha,1,1,0,2,Tie,FALSE,TRUE
2015231,2015-2016,5/4/2016,May,26,Entag El Harby,El Shorta,0,0,0,0,Tie,FALSE,TRUE
2015232,2015-2016,5/4/2016,May,26,Ismaily,Petrojet,1,0,1,1,HomeWin,FALSE,TRUE
2015233,2015-2016,5/4/2016,May,26,Harras Hodoud,Ahly SC,0,4,-4,4,AwayWin,FALSE,TRUE
2015234,2015-2016,5/5/2016,May,27,Enppi SC,El Dakhlia,0,1,-1,1,AwayWin,FALSE,TRUE
2015235,2015-2016,5/7/2016,May,27,El Mahalla,Zamalek,0,2,-2,2,AwayWin,FALSE,TRUE
