match_id,GoalScorer,OG,Team,Assist,AssistType,Penalty
2024044,Afsha,,Home,Karim El Debes,Cross,
2024044,Emam Ashour,,Home,Hussein El Shahat,Pass,
2024046,Godwin Chika,,Home,Ahmed Meteb,Unknown,
2024046,Mohamed Shehata,,Away,Omar Gaber,Unknown,
2024046,Hossam Ashraf,,Away,Mohamed Shehata,Unknown,
2024046,Godwin Chika,,Home,,Unknown,
2024048,Mahmoud Mamdouh,,Away,Mofossé Karidioula,Cross,
2024048,Mohamed Bayoumi,1.0,Away,Fawzi El Henawy,Free kick,
2024048,Ali El Malawany,,Home,Khaled Al-Nabris,Pass,
2024048,Marwan Hamdi,,Home,Eric Traoré,Penalty,1.0
2024049,Mohamed Chibi,,Home,,Unknown,
2024049,Sodiq Awujoola,,Home,Ibrahim Adel,Pass,
2024049,Fiston Mayele,,Home,Mohamed Chibi,Pass,
2024050,Osama Faisal,,Home,Yaw Annor,Cross,
2024050,Ragab Nabil,,Away,Ahmed Kendouci,Corner,
2024050,Marwan Otaka,,Away,Fagrie Lakay,Header,
2024051,Hossam Hassan,,Home,Abdelrahim Amoory,Handball ,1.0
2024051,Abdelrahim Amoory,,Away,Abdo Yehia,Header,
2024051,Mohamed Ali Ben Hammouda,,Away,Abdo Yehia,Penalty,1.0
2024051,Mohamed Hamdi,,Away,Abubakar Liadi,Handball ,1.0
2024051,Mahmoud Saber,,Home,Junior Ajayi,Header,
2024051,Mohamed Ali Ben Hammouda,,Away,Khaled El Akhmimi,Penalty,1.0
2024052,Yahia Attiyat Allah,,Away,,Unknown,
2024052,Afsha,,Away,Emam Ashour,Pass,
2024053,Ahmed Reda,,Home,Gabriel Chukwudi,Cross,
2024054,Hazem Mohamed,,Home,Fawzi El Henawy,Unknown,
2024054,Mofossé Karidioula,,Home,Mohamed Ashraf Roqa,Unknown,
2024054,Abdo Gouda,,Home,Fawzi El Henawy,Unknown,
2024055,Nasser Mansy,,Home,Omar Gaber,Unknown,
2024055,Karim El Deeb,1.0,Home,,Unknown,
2024057,Dodo Elgabas,,Away,Ibrahim Blati Touré,Unknown,
2024058,Dokou Dodo,,Away,Mahmoud Saber,Unknown,
2024058,Amr Nasser,,Home,,Unknown,1.0
2024058,Zouhair El Moutaraji,,Home,,Unknown,
2024059,Islam Hesham,,Away,,Unknown,
2024059,Shady Hussein,,Home,,Unknown,
2024060,Zalaka,,Home,Ahmed Kendouci,Unknown,
2024060,Salah Mohsen,,Away,Amr El Saadawy,Unknown,
2024062,Yaw Annor,,Away,Osama Faisal,Unknown,
2024064,Ahmed Kendouci,,Away,Fagrie Lakay,Pass,
2024065,Yaw Annor,,Home,Saïdou Simporé,Unknown,
2024066,Dilson,,Away,Ahmed Adel,Unknown,
2024067,Hossam Hassan,,Home,Mahmoud Saber,Unknown,
2024068,Ali Gabr,,Home,Walid El Karti,Unknown,
2024068,Ibrahim Adel,,Home,,Unknown,
2024068,Fiston Mayele,,Home,Sodiq Awujoola,Unknown,
2024069,Emam Ashour,,Home,Afsha,Unknown,
2024069,Emam Ashour,,Home,Karim El Debes,Unknown,
2024070,Zizo,,Home,Omar Gaber,Unknown,
2024070,Mohamed Ashraf Roqa,,Away,,Unknown,1.0
2024070,Mostafa Shalaby,,Home,Mohamed Shehata,Unknown,
2024070,Zizo,,Home,,Unknown,1.0
2024070,Mahmoud Mamdouh,,Away,,Unknown,1.0
2024071,Mohamed Makhlouf,,Home,Hassan Ali,Unknown,
2024072,Kahraba,,Home,,Unknown,1.0
2024072,Osama Faisal,,Away,,Unknown,1.0
2024072,Yaw Annor,,Away,Mohamed Ibrahim,Unknown,
2024073,Amr El Gazar,1.0,Away,,Unknown,
2024074,Mohamed Camacho,,Away,Kareem Tarek,Unknown,
2024075,Khaled Al-Nabris,,Home,,Unknown,
2024076,Zouhair El Moutaraji,,Home,Azmi Ghouma,Unknown,
2024076,Emam Ashour,,Away,,Unknown,1.0
2024077,Karim El Deeb,,Away,Amr Gomaa,Unknown,
2024077,Ragab Nabil,,Home,Ahmed Kendouci,Unknown,
2024078,Fiston Mayele,,Away,Ali Gabr,Unknown,
2024079,Rashad El Metwaly,,Home,Mohamed Khalifa,Unknown,
2024079,Mostafa El Gamal,,Home,Ahmed Reda,Unknown,
2024079,Khaled Sobhi,,Away,Samir Fekri,Unknown,
2024080,Joseph Ngwem,,Home,Ali Zazaa,Unknown,
2024082,Shokry Naguib,,Home,Omar El Wahsh,Unknown,
2024083,Fagrie Lakay,,Away,Ahmed Ramadan,Unknown,
2024084,Rami Rabia,1.0,Away,Mohamed Hamdi,Cross,
2024084,Mostafa Fathi,,Away,Ibrahim Adel,Penalty,1.0
2024084,Rami Rabia,,Home,Hussein El Shahat,Cross,
2024084,Nejc Gradisar,,Home,,Unknown,
2024085,Nasser Mansy,,Home,Zizo,Cross,
2024085,Ahmed Hossam,,Away,Abdelgawad Taalab,Unknown,
2024085,Seifeddine Jaziri,,Home,,Unknown,
2024085,Abdallah El Said,,Home,,Unknown,
2024085,Seifeddine Jaziri,,Home,Nabil Dunga,Cross,
2024086,Fawzi El Henawy,,Home,Hazem Mohamed,Unknown,
2024087,Amr El Saadawy,,Home,,Unknown,1.0
2024087,Oufa,,Away,Mody Naser,Unknown,
2024087,Mahmoud Hamada,,Home,,Unknown,
2024088,Hamed Hamdan,,Away,Gabriel Chukwudi,Unknown,
2024088,Gabriel Chukwudi,,Away,Rashad El Metwaly,Unknown,
2024089,Samuel Amadi,,Home,,Unknown,
2024089,Mostafa Ziko,,Away,Mohamed Ashraf,Unknown,
2024089,Samuel Amadi,,Home,Ashraf Magdy,Unknown,
2024090,Marwan Hamdi,,Home,Khaled Al-Nabris,Unknown,
2024090,Godwin Chika,,Away,Khaled Sotohi,Unknown,
2024090,Riga,,Away,,Unknown,1.0
2024091,Abdo Gouda,,Away,,Unknown,
2024092,Fiston Mayele,,Home,Mohamed Chibi,Pass,
2024092,Mostafa Fathi,,Home,Ibrahim Adel,Pass,
2024092,Ibrahim Adel,,Home,Ramadan Sobhi,Cross,
2024093,Osama Faisal,,Away,Hesham Salah,Unknown,
2024094,Karim Bambo,,Away,Fakhreddine Ben Youssef,Unknown,
2024094,Abdelrahman El Banouby,,Home,Ahmed El-Saghiri,Unknown,
2024095,Amr Nasser,,Home,,Unknown,1.0
2024095,Emad Mayhoub,,Away,Ahmed Yassin,Unknown,
2024095,Amr Nasser,,Home,,Unknown,1.0
2024095,Gebna,,Away,Mohamed Ashraf,Unknown,
2024095,Yassin Marei,,Home,Walid Mostafa,Unknown,
2024097,Abdelkabir El Ouadi,,Away,,Unknown,1.0
2024098,Nejc Gradisar,,Away,Hussein El Shahat,Pass,
2024098,Emam Ashour,,Away,Nejc Gradisar,Pass,
2024098,Emam Ashour,,Away,Nejc Gradisar,Pass,
2024098,Arnold Eba,,Home,Abdallah Hafez,Pass,
2024099,Amr El Gazar,,Home,,Unknown,
2024099,Mohamed Helal,,Away,,Unknown,1.0
2024099,Mohamed Ali Ben Hammouda,,Home,Hossam Greisha,Unknown,
2024100,Amr Nasser,,Away,,Unknown,
2024100,Islam Issa,,Home,Abdallah Magdy,Unknown,
2024100,Mohamed Fakhri,,Away,Amr Nasser,Unknown,
2024101,Emam Ashour,,Home,Mostafa El Aash,Pass,
2024101,Nejc Gradisar,,Home,Mohamed Abdallah,Cross,
2024101,Ahmed Farouk,,Away,Islam Abdallah,Cross,
2024102,Ali Gabr,,Away,Ibrahim Adel,Unknown,
2024103,Mohamed Ashraf Roqa,,Home,,Unknown,1.0
2024105,Mostafa Shalaby,,Home,,Unknown,
2024105,Nabil Dunga,,Home,Mahmoud Bentayg,Unknown,
2024106,Karim Bambo,,Away,Khaled El Ghandour,Unknown,
2024106,Karim Bambo,,Away,Fakhreddine Ben Youssef,Unknown,
2024106,Youssef Osama Nabih,,Home,Samir Fekri,Unknown,
2024107,Shady Hussein,,Away,,Unknown,1.0
2024107,Ahmed Yasser Rayan,,Home,,Unknown,1.0
2024108,Ahmed Gamal,1.0,Away,,Unknown,
2024109,Mohamed Salem,,Away,Abdelrahman Amer,Unknown,
2024110,Emam Ashour,,Home,Afsha,Unknown,
2024111,Mostafa Ziko,,Home,,Unknown,
2024111,Ahmed Belhadji,,Away,,Unknown,1.0
2024112,Marwan Mohsen,,Home,Alieu Jatta,Unknown,
2024112,Mahmoud El Alamy,,Home,Alieu Jatta,Unknown,
2024114,Ahmed Atef,,Home,Ibrahim Adel,Unknown,
2024114,Mostafa Fathi,,Home,Ibrahim Blati Touré,Unknown,
2024114,Youssef Obama,,Home,Mohamed Chibi,Unknown,
2024116,Karim El Deeb,,Away,,Unknown,1.0
2024116,Oufa,,Home,,Unknown,1.0
2024117,Mostafa El Gamal,,Away,Khaled Aboziada,Unknown,
2024117,Ahmed Bahbah,1.0,Home,,Unknown,
2024118,Ahmed Yasser Rayan,,Away,Ahmed Madbouli,Unknown,
2024118,Abdelkabir El Ouadi,,Home,Mostafa El Badry,Unknown,
2024118,Yaw Annor,,Away,,Unknown,
2024118,Osama Faisal,,Away,,Unknown,1.0
2024118,Osama Faisal,,Away,Ahmed Rabie,Unknown,
2024119,Mahmoud Mamdouh,,Home,Hazem Mohamed,Pass,
2024119,Mahmoud Mamdouh,,Home,Fawzi El Henawy,Pass,
2024120,Marwan Ateya,,Away,,Unknown,1.0
2024120,Emam Ashour,,Away,Nejc Gradisar,Unknown,
2024120,Hussein El Shahat,,Away,Emam Ashour,Unknown,
2024120,Ahmed Reda,,Away,Mohamed Abdallah,Unknown,
2024121,Zalaka,,Home,Ahmed Belhadji,Unknown,
2024121,Ahmed Belhadji,,Home,Fagrie Lakay,Unknown,
2024121,Hesham Adel,,Away,Ziad Kamal,Unknown,
2024121,Rafik Kabou,,Away,Ahmed Kalosha,Unknown,
2024122,Fady Farid,,Home,Youssef Osama Nabih,Unknown,
2024123,Ibrahim Adel,,Away,Mohamed Chibi,Unknown,
2024124,Hamed El Gabry,,Home,,Unknown,
2024125,Mohamed Ashraf,,Home,,Unknown,
2024126,Ahmed El Agouz,,Home,,Unknown,1.0
2024128,Hady Reyad,,Home,Rashad El Metwaly,Free kick,
2024128,Hazem Mohamed,,Away,Emeka Christian Eze,Cross,
2024128,Ahmed Farouk,,Home,Islam Hesham,Header,
2024128,Amr Gamal,,Away,Mohamed Farouk,Cross,
2024129,Osama Faisal,,Home,Yaw Annor,Unknown,
2024129,Mohamed Ibrahim,,Home,Yaw Annor,Unknown,
2024129,Amr Gomaa,,Away,Karim El Deeb,Unknown,
2024129,Abdelghani Mohamed,,Away,Moamen Sherif,Unknown,
2024129,Yaw Annor,,Home,Ahmed Madbouli,Unknown,
2024131,Kahraba,,Home,,Unknown,1.0
2024131,Tolulope Samuel Ojo,,Home,,Unknown,
2024132,Achraf Bencharki,,Home,Nejc Gradisar,Cross,
2024132,Mahmoud Bentayg,,Away,Omar Gaber,Pass,
2024133,Maata Magassa,,Home,Ahmed El-Saghiri,Unknown,
2024133,Ahmed Adel,,Home,Peter Zilu Mutumosi,Unknown,
2024134,Ibrahim Adel,,Home,Fiston Mayele,Unknown,
2024134,Ahmed Samir,,Away,Godwin Chika,Unknown,
2024134,Mohamed Hamdi,,Home,,Unknown,
2024135,Mahmoud Rizk,1.0,Away,,Unknown,
2024135,Tolulope Samuel Ojo,,Away,Favour Akem,Unknown,
2024135,Favour Akem,,Away,Tolulope Samuel Ojo,Unknown,
2024135,Ahmed Atef,,Home,,Unknown,1.0
2024135,Ahmed Atef,,Home,Fejiri Okenabirhie,Unknown,
2024136,Achraf Bencharki,,Away,Omar Kamal,Cross,
2024137,Yassin El Mallah,,Away,,Unknown,
2024137,Azmi Ghouma,,Away,Mahmoud Emad,Unknown,
2024138,Salah Mohsen,,Away,Amr El Saadawy,Unknown,
2024138,Salah Mohsen,,Away,Abderrahim Deghmoum,Unknown,
2024138,John Ebuka,,Away,Mostafa Aboul-Kheir,Unknown,
2024139,Hamed El Gabry,,Home,Khaled Awad,Unknown,
2024139,Youssry Wahid,,Home,,Unknown,
2024139,Osama Faisal,,Away,Ahmed Yasser Rayan,Unknown,
2024139,Ahmed Yasser Rayan,,Away,,Unknown,1.0
2024140,Mostafa Ziko,,Away,,Unknown,
2024140,Nasser Mansy,,Home,Zizo,Unknown,
2024141,Mohamed Ali Ben Hammouda,,Home,Yehia Zakaria,Unknown,
2024141,Abdo Yehia,,Home,Amr El Gazar,Unknown,
2024141,Ahmed Fawzi,,Home,Ahmed Castelo,Unknown,
2024142,Islam Issa,,Home,Ahmed Kendouci,Unknown,
2024142,Ismaila Bamba,,Away,Rashad El Metwaly,Unknown,
2024142,Zalaka,,Home,Ragab Nabil,Unknown,
2024142,Ahmed Kendouci,,Home,Islam Issa,Unknown,
2024142,Mohamed Reda,,Home,Zalaka,Unknown,
2024143,Ibrahim Adel,,Away,Mostafa Fathi,Unknown,
2024143,Mostafa Fathi,,Away,Ibrahim Adel,Penalty,1.0
2024143,Fiston Mayele,,Away,Ibrahim Adel,Unknown,
2024143,Emmanuel Apeh,,Home,Youssef Osama Nabih,Unknown,
2024144,Yaw Annor,,Home,,Unknown,
2024144,Abdo Gouda,,Away,Fawzi El Henawy,Corner,
2024144,Mahmoud El Gazar,,Home,,Unknown,
2024146,Mohamed Helal,,Away,,Unknown,
2024146,Salah Mohsen,,Home,Amr El Saadawy,Unknown,
2024146,Fakhreddine Ben Youssef,,Home,,Unknown,1.0
2024146,Salah Mohsen,,Home,Abderrahim Deghmoum,Unknown,
2024146,Salah Mohsen,,Home,Abderrahim Deghmoum,Unknown,
2024146,Mohamed Mosaad,,Away,Abdelrahman Shika,Unknown,
2024147,Abdallah El Said,,Away,,Unknown,1.0
2024147,Nasser Mansy,,Away,Mahmoud Bentayg,Unknown,
2024147,Abdallah El Said,,Away,Seif Farouk Gaafar,Unknown,
2024148,Mostafa Saad,,Home,,Unknown,
2024148,Mohamed Khatary,,Away,Eric Traoré,Unknown,
2024148,Marwan Hamdi,,Away,Eric Traoré,Unknown,
2024148,Ali Gamal,,Home,Ahmed El-Saghiri,Unknown,
2024149,Mostafa El Badry,,Away,,Unknown,
2024150,Nejc Gradisar,,Home,Emam Ashour,Unknown,
2024150,Marwan Ateya,,Home,,Unknown,1.0
2024151,Mohamed Ali Ben Hammouda,,Away,Abdo Yehia,Unknown,
2024151,Ismaila Bamba,,Home,Tawfik Mohamed,Unknown,
2024151,Rashad El Metwaly,,Home,,Unknown,1.0
2024152,Mostafa Fathi,,Home,,Unknown,1.0
2024152,Ahmed Belhadji,,Away,,Unknown,
2024152,Mohamed Chibi,,Home,Ibrahim Adel,Header,
