match_id,GoalScorer,OG,Team,Assist,AssistType,Penalty
2015000,Amer Sabry,,Home,Amr Marei,Pass,
2015000,Onosh,,Home,Cyrille Bayala,Penalty,1.0
2015001,Ahmed Ramadan,,Away,Mohamed Farouk,Pass,
2015001,Mahmoud Kaoud,,Home,Mohamed Nasef,Cross,
2015001,Salah Ashour,,Home,Osama Ibrahim,Free kick,
2015001,Ahmed Sabry,,Away,Mohamed Farouk,Header,
2015002,Platini,,Home,Patrick Ngoma,Cross,
2015003,Marwan Mohsen,,Home,Marwan Mohsen,Penalty,1.0
2015003,Taha Adel,,Home,,Unknown,
2015004,Kahraba,,Home,Ayman Hefny,Pass,
2015004,Mohamed Salem,,Home,Ahmed Dowidar,Cross,
2015005,Hany El Egeizy,,Away,,Unknown,
2015006,Abdoulaye Cissé,,Away,Salah Rico,Free kick,
2015006,Ahmed Samy,,Home,Amr Barakat,Free kick,
2015007,Ahmed Gaafar,,Home,Mohamed Tarek,Cross,
2015007,Ahmed Raouf,,Away,Mohamed Mosaad,Pass,
2015007,Ahmed Gomaa,,Away,Osama Azab,Cross,
2015007,Elsayed Abdelaal,,Away,Mohamed Mosaad,Penalty,1.0
2015008,Abdallah El Said,,Away,,Unknown,
2015009,Islam Abdelnaim,,Away,,Unknown,
2015010,Youssef Obama,,Away,Platini,Pass,
2015012,Mohamed Ragab,,Away,Ahmed Gaafar,Cross,
2015012,Kareem Tarek,,Away,,Unknown,
2015012,Ouka,1.0,Away,Shaibu Yakubu,Unknown,
2015014,Nana Poku,,Away,Hesham Mohamed,Pass,
2015014,Ahmed Raouf,,Home,Said Mourad,Cross,
2015015,Abdallah El Said,,Home,,Unknown,1.0
2015015,Hossam Ghaly,,Home,,Unknown,
2015017,Stanley Ohawuchi,,Home,,Unknown,
2015017,Dodo Elgabas,,Home,,Unknown,1.0
2015017,Ahmed Eid,,Away,,Unknown,
2015017,Stanley Ohawuchi,,Home,Islam Saleh,Pass,
2015017,Ahmed Eid,,Away,Mohamed Rizk,Penalty,1.0
2015017,Ahmed El Esh,1.0,Away,Alaa Ali,Unknown,
2015018,Stanley Ohawuchi,,Away,Karim Nedved,Pass,
2015018,Stanley Ohawuchi,,Away,,Unknown,
2015019,Salah Ashour,,Home,Mohamed Nasef,Free kick,
2015019,Mahmoud Kaoud,,Home,Joël Lamah,Pass,
2015019,Ahmed Gomaa,,Away,Said Mourad,Cross,
2015020,Nana Poku,,Home,,Unknown,
2015020,Nana Poku,,Home,Elsayed Hamdi,Pass,
2015021,Islam Fouad,,Away,,Unknown,
2015021,Ramzy Khaled,,Home,Patrick Ngoma,Cross,
2015022,Kahraba,,Home,Omar Gaber,Cross,
2015022,Kahraba,,Home,,Unknown,
2015022,Mahmoud Fathallah,,Away,Ahmed Magdy,Penalty,1.0
2015023,Alaa Ali,,Home,Ahmed Shedid Kenawi,Cross,
2015023,Mohamed Fawzi,,Away,,Unknown,
2015024,Mohamed Farouk,,Away,Mohamed Tarek,Cross,
2015024,Salah Rico,,Home,,Unknown,1.0
2015025,Emad Meteb,,Away,Sabri Rahil,Cross,
2015026,Cyrille Bayala,,Away,Onosh,Cross,
2015027,Hamada El Ghanam,,Home,,Unknown,
2015027,Ahmed Hassan Mekky,,Away,Mostafa Fathi,Pass,
2015027,Ahmed Dowidar,,Away,,Unknown,1.0
2015028,Hany El Egeizy,,Home,Ayman Ashraf,Cross,
2015028,Salah Soliman,,Away,,Unknown,
2015029,Ahmed Samy,,Away,,Unknown,
2015030,Cyrille Bayala,,Home,,Unknown,
2015030,Abdelaziz Mousa,,Home,Hossam Hassan,Penalty,1.0
2015031,Ahmed Yasser,,Home,Ahmed Kaboria,Cross,
2015032,Marwan Mohsen,,Away,Hosny Abd Rabo,Penalty,1.0
2015032,Saad Hosny,,Away,Shikabala,Cross,
2015032,Emad Hamdi,,Away,Marwan Mohsen,Header,
2015032,Shikabala,,Away,Torric Jebrin,Pass,
2015033,Karim Nedved,,Home,,Unknown,
2015033,Stanley Ohawuchi,,Home,Mostafa Talaat,Cross,
2015033,Dodo Elgabas,,Home,,Unknown,
2015035,Alaa Ali,,Away,Arafa El Sayed,Pass,
2015035,Salah Amin,,Home,,Unknown,
2015035,Salah Amin,,Home,Ahmed Magdy,Cross,
2015036,Stanley Ohawuchi,,Away,Mostafa Talaat,Free kick,
2015036,Elsayed Hamdi,,Home,Nana Poku,Cross,
2015037,Hosny Abd Rabo,,Away,Shikabala,Cross,
2015037,Marwan Mohsen,,Away,Shawky El Said,Cross,
2015037,Emmanuel Banahene,,Away,Marwan Mohsen,Pass,
2015037,Shikabala,,Away,Marwan Mohsen,Pass,
2015037,Afroto,,Away,Hosny Abd Rabo,Pass,
2015038,Mohamed Ashraf Roqa,,Home,,Unknown,
2015038,Ramy Adel,,Away,Hamada El Ghanam,Penalty,1.0
2015038,Hassan Youssef,,Home,,Unknown,
2015039,Kareem Tarek,,Home,,Unknown,
2015039,Shokry Naguib,,Away,,Unknown,
2015040,Mahmoud Rizk,,Away,Ali Fathi,Free kick,
2015041,Islam Roshdi,,Away,,Unknown,
2015041,Mohamed Farouk,,Away,Hamada Yehia,Cross,
2015041,Mohamed Magdy,,Home,Elsayed Abdelaal,Free kick,
2015041,Ahmed Raouf,,Home,Ahmed Kaboria,Pass,
2015041,Tarek El Agamy,,Home,Ahmed El Agouz,Pass,
2015042,Hossam Paulo,,Away,Ahmed Temsah,Penalty,1.0
2015042,Hossam Paulo,,Away,Ahmed Temsah,Corner,
2015043,Ayman Hefny,,Home,Basem Morsy,Pass,
2015043,Mohamed Salem,,Home,,Unknown,
2015044,Amr Gamal,,Away,Sabri Rahil,Cross,
2015044,Momen Zakaria,,Away,Sabri Rahil,Cross,
2015046,Youssef Obama,,Away,Platini,Free kick,
2015048,Ehab El Masry,,Home,,Unknown,
2015048,Nana Poku,,Away,,Unknown,
2015048,Hany Said,,Away,Hamada El Sayed,Handball ,1.0
2015048,Ehab El Masry,,Home,,Unknown,1.0
2015048,Bousha,,Away,Elsayed Hamdi,Cross,
2015049,Ahmed Raouf,,Away,Ahmed Kaboria,Cross,
2015049,Khaled Kamar,,Home,Hossam Paulo,Penalty,1.0
2015051,Malick Evouna,,Home,Walid Soliman,Cross,
2015051,Hossam Galal,,Away,Khaled El Ghandour,Corner,
2015051,Rami Rabia,,Home,Saleh Gomaa,Corner,
2015051,Mahmoud Ibrahim,,Away,Salah Rico,Unknown,
2015051,Saleh Gomaa,,Home,,Unknown,
2015051,Ramadan Sobhi,,Home,Saleh Gomaa,Pass,
2015051,Malick Evouna,,Home,Saleh Gomaa,Cross,
2015051,Rami Rabia,,Home,Saleh Gomaa,Cross,
2015051,Salah Rico,,Away,Mohamed Bassiouny,Penalty,1.0
2015051,Emad Meteb,,Home,Saleh Gomaa,Unknown,
2015052,Islam Gamal,,Home,Ahmed Samir Farag,Free kick,
2015053,Mahmoud Kaoud,,Away,Mahmoud Toba,Pass,
2015053,Mahmoud Kaoud,,Away,Ahmed Abdelzaher,Pass,
2015053,Elsayed Salem,,Home,,Unknown,
2015053,Ahmed Abdelzaher,,Away,Salah Ashour,Unknown,
2015053,Ragab Nabil,,Home,Florent Malouda,Corner,
2015054,Amr Marei,,Away,Mohamed Gamal Treka,Pass,
2015054,Osama Ragab,,Home,Gehad Genadi,Handball ,1.0
2015055,Mohamed Samir,,Away,,Unknown,1.0
2015055,Taher Mohamed,,Away,,Unknown,
2015056,Mahmoud Fathallah,,Away,Gedo,Penalty,1.0
2015056,Mahmoud Wahid,,Home,,Unknown,
2015056,Amr Barakat,,Home,Mido Gaber,Pass,
2015057,Wael Faraag,,Home,Mario Martínez,Cross,
2015057,Mohamed Rizk,,Away,Mohamed El Fayoumi,Pass,
2015057,Salah Ashour,,Home,Ahmed Sherwyda,Pass,
2015057,Ramy Sabry,,Home,Ahmed Sherwyda,Penalty,1.0
2015057,Ehab El Masry,,Away,Mohamed Fawzi,Header,
2015058,Ali Elfil,,Away,Islam Sayed,Cross,
2015058,Hany El Egeizy,,Home,Hossam Paulo,Pass,
2015058,Ouka,1.0,Away,Mohamed Tarek,Corner,
2015058,Hossam Paulo,,Home,Omar Saad,Cross,
2015060,Marwan Mohsen,,Away,Saad Hosny,Cross,
2015060,Mohamed Ashraf Roqa,,Home,,Unknown,
2015060,Ahmed Samir,,Away,Marwan Mohsen,Header,
2015061,Emmanuel Mayuka,,Home,Ayman Hefny,Pass,
2015061,Ashour El Adham,,Away,,Unknown,
2015061,Kahraba,,Home,Ayman Hefny,Pass,
2015062,Ahmed Yasser,,Home,Ahmed Kaboria,Cross,
2015062,Momen Zakaria,,Away,,Unknown,
2015062,Mohamed Magdy,,Home,Ahmed Yasser,Penalty,1.0
2015062,Malick Evouna,,Away,Ramadan Sobhi,Cross,
2015063,Amr Barakat,,Away,,Unknown,
2015063,Sherif Ashraf,,Home,,Unknown,
2015063,Bousha,,Away,Mahmoud Dunga,Pass,
2015063,Mido Gaber,,Away,Mahmoud Wahid,Cross,
2015063,Nana Poku,,Away,Amr Barakat,Pass,
2015064,Youssef Obama,,Home,Mohamed Abdelmaguid,Pass,
2015066,Mohamed El Fayoumi,,Home,Mohamed Rizk,Penalty,1.0
2015066,Omar Kamal,1.0,Home,,Unknown,
2015066,Salah Rico,,Away,Yaya Traoré,Penalty,1.0
2015067,Emmanuel Banahene,,Home,Shikabala,Cross,
2015067,Karim El Dawy,,Home,Marwan Mohsen,Header,
2015067,Emmanuel Banahene,,Home,Torric Jebrin,Pass,
2015067,Ramadan Rabie,,Away,Mohamed Yehia,Pass,
2015068,Minusu Buba,,Home,Asem Said,Cross,
2015069,Omar Gaber,,Away,Kahraba,Pass,
2015069,Mostafa Fathi,,Away,Maarouf Yussuf,Pass,
2015070,Ahmed Kaboria,,Away,Ahmed Ayman Mansour,Cross,
2015070,Ahmed Gomaa,,Away,Ahmed Kaboria,Cross,
2015071,Khaled Kamar,,Away,Ahmed Temsah,Penalty,1.0
2015071,Islam Mohareb,,Away,Ahmed Temsah,Pass,
2015071,Islam Mohareb,,Away,Hossam Paulo,Pass,
2015073,Mahmoud Kaoud,,Home,Nour El Sayed,Pass,
2015073,Taher Mohamed,,Away,Ahmed Ali,Pass,
2015073,Ramy Sabry,,Home,Joël Lamah,Free kick,
2015073,Ahmed Refaat,,Home,,Unknown,
2015074,Mohamed Shaarawy,,Away,Hesham Shehata,Cross,
2015075,Mohamed Gamal Treka,,Away,Amr Marei,Penalty,1.0
2015076,Ahmed Gaafar,,Home,Hesham Abokhalil,Cross,
2015077,Mohamed Ashraf Roqa,,Home,Konan Oussou,Penalty,1.0
2015077,Islam Kamal,,Home,Abdelaziz Tawfik,Cross,
2015077,Kahraba,,Away,Hazem Emam,Cross,
2015077,Konan Oussou,,Home,Alaa Ali,Penalty,1.0
2015077,Mostafa Fathi,,Away,Kahraba,Throw-in,
2015078,Said Mourad,,Home,Ahmed Raouf,Penalty,1.0
2015078,Fouad Salama,,Away,,Unknown,
2015078,Ahmed Gomaa,,Home,Said Mourad,Cross,
2015078,Ehab El Masry,,Away,Mohamed El Fayoumi,Cross,
2015078,Mohamed Magdy,,Home,Elsayed Abdelaal,Free kick,
2015079,Hany El Egeizy,,Home,,Unknown,
2015079,Khaled Kamar,,Home,Mansou Kouakou,Cross,
2015080,Malick Evouna,,Home,Walid Soliman,Unknown,
2015080,Malick Evouna,,Home,Ramadan Sobhi,Cross,
2015080,Saleh Gomaa,,Home,,Unknown,
2015081,Mahmoud Wahid,,Away,Bousha,Cross,
2015081,Marwan Mohsen,,Home,Saad Hosny,Throw-in,
2015081,Mido Gaber,,Away,,Unknown,
2015081,Amr Barakat,,Away,Mido Gaber,Pass,
2015081,Mahmoud Wahid,,Away,Nana Poku,Cross,
2015082,Ahmed Gaafar,,Away,,Unknown,1.0
2015082,Sameh Shousha,,Away,James Owoboskini,Penalty,1.0
2015083,Mostafa Kalosha,1.0,Home,,Unknown,
2015083,Ahmed Hassan Mekky,,Home,Omar Gaber,Unknown,
